Experiment_Type,Scale,Type,Error_Percentage,Trial,Hit_Count,Total_Points,Predicted_Area_km2,Hit_Rate_Percent,Area_Percent,PAI,TP,FP,TN,FN,Accuracy,Precision,Recall,F1_Score
Areal,Grid_100,Random,15,10,480,1397,8.5850,34.3593,4.8417,7.0965,3391,43,162689,41,0.9995,0.9875,0.9881,0.9878
Areal,Grid_300,Center,15,10,472,1397,8.6350,33.7867,4.8699,6.9378,3338,116,162616,94,0.9987,0.9664,0.9726,0.9695
Areal,Grid_300,Random,15,10,465,1397,8.5000,33.2856,4.7938,6.9435,3293,107,162625,139,0.9985,0.9685,0.9595,0.9640
Areal,Grid_500,Center,15,10,484,1397,8.8375,34.6457,4.9842,6.9512,3309,226,162506,123,0.9979,0.9361,0.9642,0.9499
Areal,Grid_500,Random,15,10,476,1397,8.8125,34.0730,4.9701,6.8557,3286,239,162493,146,0.9977,0.9322,0.9575,0.9447
N/A,N/A,Deletion,15,11,471,1397,8.7150,33.7151,4.9151,6.8595,3320,166,162566,112,0.9983,0.9524,0.9674,0.9598
Linear,Street,Center,15,11,459,1397,8.5625,32.8561,4.8291,6.8038,3128,297,162435,304,0.9964,0.9133,0.9114,0.9124
Linear,Street,Random,15,11,471,1397,8.6850,33.7151,4.8981,6.8832,3276,198,162534,156,0.9979,0.9430,0.9545,0.9487
Areal,Tract,Center,15,11,460,1397,8.5450,32.9277,4.8192,6.8326,3203,215,162517,229,0.9973,0.9371,0.9333,0.9352
Areal,Tract,Random,15,11,470,1397,8.8025,33.6435,4.9644,6.7769,3276,245,162487,156,0.9976,0.9304,0.9545,0.9423
Areal,Neighborhood,Center,15,11,446,1397,8.2700,31.9256,4.6641,6.8450,2714,594,162138,718,0.9921,0.8204,0.7908,0.8053
Areal,Neighborhood,Random,15,11,466,1397,8.8675,33.3572,5.0011,6.6700,3234,313,162419,198,0.9969,0.9118,0.9423,0.9268
Areal,Grid_100,Center,15,11,478,1397,8.5450,34.2162,4.8192,7.1000,3396,22,162710,36,0.9997,0.9936,0.9895,0.9915
Areal,Grid_100,Random,15,11,477,1397,8.5500,34.1446,4.8220,7.0810,3389,31,162701,43,0.9996,0.9909,0.9875,0.9892
Areal,Grid_300,Center,15,11,467,1397,8.5550,33.4288,4.8248,6.9285,3346,76,162656,86,0.9990,0.9778,0.9749,0.9764
Areal,Grid_300,Random,15,11,475,1397,8.6075,34.0014,4.8544,7.0042,3333,110,162622,99,0.9987,0.9681,0.9712,0.9696
Areal,Grid_500,Center,15,11,482,1397,8.6875,34.5025,4.8996,7.0420,3309,166,162566,123,0.9983,0.9522,0.9642,0.9582
Areal,Grid_500,Random,15,11,467,1397,8.6975,33.4288,4.9052,6.8150,3305,174,162558,127,0.9982,0.9500,0.9630,0.9564
N/A,N/A,Deletion,15,12,475,1397,8.6275,34.0014,4.8657,6.9880,3296,155,162577,136,0.9982,0.9551,0.9604,0.9577
Linear,Street,Center,15,12,458,1397,8.6800,32.7845,4.8953,6.6971,3121,351,162381,311,0.9960,0.8989,0.9094,0.9041
Linear,Street,Random,15,12,469,1397,9.0575,33.5719,5.1082,6.5721,3327,296,162436,105,0.9976,0.9183,0.9694,0.9432
Areal,Tract,Center,15,12,460,1397,8.6000,32.9277,4.8502,6.7889,3179,261,162471,253,0.9969,0.9241,0.9263,0.9252
Areal,Tract,Random,15,12,457,1397,8.7250,32.7130,4.9207,6.6480,3239,251,162481,193,0.9973,0.9281,0.9438,0.9359
Areal,Neighborhood,Center,15,12,441,1397,8.1275,31.5676,4.5837,6.8869,2611,640,162092,821,0.9912,0.8031,0.7608,0.7814
Areal,Neighborhood,Random,15,12,455,1397,8.8400,32.5698,4.9856,6.5328,3258,278,162454,174,0.9973,0.9214,0.9493,0.9351
Areal,Grid_100,Center,15,12,468,1397,8.5675,33.5004,4.8319,6.9332,3403,24,162708,29,0.9997,0.9930,0.9916,0.9923
Areal,Grid_100,Random,15,12,470,1397,8.6050,33.6435,4.8530,6.9325,3408,34,162698,24,0.9997,0.9901,0.9930,0.9916
Areal,Grid_300,Center,15,12,467,1397,8.6025,33.4288,4.8516,6.8902,3336,105,162627,96,0.9988,0.9695,0.9720,0.9708
Areal,Grid_300,Random,15,12,464,1397,8.6225,33.2140,4.8629,6.8301,3314,135,162597,118,0.9985,0.9609,0.9656,0.9632
Areal,Grid_500,Center,15,12,481,1397,8.9625,34.4309,5.0546,6.8117,3343,242,162490,89,0.9980,0.9325,0.9741,0.9528
Areal,Grid_500,Random,15,12,475,1397,8.9725,34.0014,5.0603,6.7193,3346,243,162489,86,0.9980,0.9323,0.9749,0.9531
N/A,N/A,Deletion,15,13,479,1397,8.5750,34.2878,4.8361,7.0900,3249,181,162551,183,0.9978,0.9472,0.9467,0.9470
Linear,Street,Center,15,13,469,1397,8.5525,33.5719,4.8234,6.9602,3107,314,162418,325,0.9962,0.9082,0.9053,0.9068
Linear,Street,Random,15,13,478,1397,8.9375,34.2162,5.0405,6.7882,3281,294,162438,151,0.9973,0.9178,0.9560,0.9365
Areal,Tract,Center,15,13,460,1397,8.5525,32.9277,4.8234,6.8266,3175,246,162486,257,0.9970,0.9281,0.9251,0.9266
Areal,Tract,Random,15,13,476,1397,8.8150,34.0730,4.9715,6.8537,3273,253,162479,159,0.9975,0.9282,0.9537,0.9408
Areal,Neighborhood,Center,15,13,435,1397,8.2125,31.1382,4.6317,6.7229,2600,685,162047,832,0.9909,0.7915,0.7576,0.7742
Areal,Neighborhood,Random,15,13,468,1397,8.9850,33.5004,5.0673,6.6110,3271,323,162409,161,0.9971,0.9101,0.9531,0.9311
Areal,Grid_100,Center,15,13,475,1397,8.5750,34.0014,4.8361,7.0307,3395,35,162697,37,0.9996,0.9898,0.9892,0.9895
Areal,Grid_100,Random,15,13,475,1397,8.5700,34.0014,4.8333,7.0348,3384,44,162688,48,0.9994,0.9872,0.9860,0.9866
Areal,Grid_300,Center,15,13,466,1397,8.5925,33.3572,4.8460,6.8835,3337,100,162632,95,0.9988,0.9709,0.9723,0.9716
Areal,Grid_300,Random,15,13,478,1397,8.6275,34.2162,4.8657,7.0321,3326,125,162607,106,0.9986,0.9638,0.9691,0.9664
Areal,Grid_500,Center,15,13,494,1397,8.9575,35.3615,5.0518,6.9997,3335,248,162484,97,0.9979,0.9308,0.9717,0.9508
Areal,Grid_500,Random,15,13,483,1397,9.0150,34.5741,5.0843,6.8002,3345,261,162471,87,0.9979,0.9276,0.9747,0.9506
N/A,N/A,Deletion,15,14,472,1397,8.5275,33.7867,4.8093,7.0253,3283,128,162604,149,0.9983,0.9625,0.9566,0.9595
Linear,Street,Center,15,14,466,1397,8.5125,33.3572,4.8009,6.9482,3113,292,162440,319,0.9963,0.9142,0.9071,0.9106
Linear,Street,Random,15,14,464,1397,8.7625,33.2140,4.9419,6.7210,3267,238,162494,165,0.9976,0.9321,0.9519,0.9419
Areal,Tract,Center,15,14,450,1397,8.4125,32.2119,4.7445,6.7894,3134,231,162501,298,0.9968,0.9314,0.9132,0.9222
Areal,Tract,Random,15,14,456,1397,8.5675,32.6414,4.8319,6.7554,3218,209,162523,214,0.9975,0.9390,0.9376,0.9383
Areal,Neighborhood,Center,15,14,438,1397,8.1900,31.3529,4.6190,6.7878,2642,634,162098,790,0.9914,0.8065,0.7698,0.7877
Areal,Neighborhood,Random,15,14,461,1397,8.7150,32.9993,4.9151,6.7139,3255,231,162501,177,0.9975,0.9337,0.9484,0.9410
Areal,Grid_100,Center,15,14,475,1397,8.5000,34.0014,4.7938,7.0928,3373,27,162705,59,0.9995,0.9921,0.9828,0.9874
Areal,Grid_100,Random,15,14,475,1397,8.4825,34.0014,4.7839,7.1074,3365,28,162704,67,0.9994,0.9917,0.9805,0.9861
Areal,Grid_300,Center,15,14,470,1397,8.6150,33.6435,4.8587,6.9244,3319,127,162605,113,0.9986,0.9631,0.9671,0.9651
Areal,Grid_300,Random,15,14,468,1397,8.6275,33.5004,4.8657,6.8850,3322,129,162603,110,0.9986,0.9626,0.9679,0.9653
Areal,Grid_500,Center,15,14,484,1397,8.9625,34.6457,5.0546,6.8542,3320,265,162467,112,0.9977,0.9261,0.9674,0.9463
Areal,Grid_500,Random,15,14,479,1397,9.1175,34.2878,5.1421,6.6681,3330,317,162415,102,0.9975,0.9131,0.9703,0.9408
N/A,N/A,Deletion,15,15,482,1397,8.7150,34.5025,4.9151,7.0197,3299,187,162545,133,0.9981,0.9464,0.9612,0.9537
Linear,Street,Center,15,15,466,1397,8.6950,33.3572,4.9038,6.8023,3150,328,162404,282,0.9963,0.9057,0.9178,0.9117
Linear,Street,Random,15,15,483,1397,9.1550,34.5741,5.1632,6.6962,3347,315,162417,85,0.9976,0.9140,0.9752,0.9436
Areal,Tract,Center,15,15,446,1397,8.4050,31.9256,4.7402,6.7350,3177,185,162547,255,0.9974,0.9450,0.9257,0.9352
Areal,Tract,Random,15,15,459,1397,8.5875,32.8561,4.8432,6.7840,3255,180,162552,177,0.9979,0.9476,0.9484,0.9480
Areal,Neighborhood,Center,15,15,445,1397,8.0875,31.8540,4.5612,6.9837,2647,588,162144,785,0.9917,0.8182,0.7713,0.7941
Areal,Neighborhood,Random,15,15,469,1397,8.8900,33.5719,5.0138,6.6960,3220,336,162396,212,0.9967,0.9055,0.9382,0.9216
Areal,Grid_100,Center,15,15,476,1397,8.6050,34.0730,4.8530,7.0210,3410,32,162700,22,0.9997,0.9907,0.9936,0.9921
Areal,Grid_100,Random,15,15,475,1397,8.5625,34.0014,4.8291,7.0410,3392,33,162699,40,0.9996,0.9904,0.9883,0.9894
Areal,Grid_300,Center,15,15,470,1397,8.5800,33.6435,4.8389,6.9527,3341,91,162641,91,0.9989,0.9735,0.9735,0.9735
Areal,Grid_300,Random,15,15,473,1397,8.6525,33.8583,4.8798,6.9384,3340,121,162611,92,0.9987,0.9650,0.9732,0.9691
Areal,Grid_500,Center,15,15,482,1397,9.0075,34.5025,5.0800,6.7918,3337,266,162466,95,0.9978,0.9262,0.9723,0.9487
Areal,Grid_500,Random,15,15,482,1397,9.1750,34.5025,5.1745,6.6678,3330,340,162392,102,0.9973,0.9074,0.9703,0.9378
N/A,N/A,Deletion,15,16,472,1397,8.5325,33.7867,4.8121,7.0211,3304,109,162623,128,0.9986,0.9681,0.9627,0.9654
Linear,Street,Center,15,16,460,1397,8.5625,32.9277,4.8291,6.8187,3146,279,162453,286,0.9966,0.9185,0.9167,0.9176
Linear,Street,Random,15,16,468,1397,8.7950,33.5004,4.9602,6.7539,3281,237,162495,151,0.9977,0.9326,0.9560,0.9442
Areal,Tract,Center,15,16,459,1397,8.4625,32.8561,4.7727,6.8842,3194,191,162541,238,0.9974,0.9436,0.9307,0.9371
Areal,Tract,Random,15,16,458,1397,8.7800,32.7845,4.9517,6.6208,3308,204,162528,124,0.9980,0.9419,0.9639,0.9528
Areal,Neighborhood,Center,15,16,442,1397,8.1250,31.6392,4.5823,6.9046,2636,614,162118,796,0.9915,0.8111,0.7681,0.7890
Areal,Neighborhood,Random,15,16,460,1397,8.6325,32.9277,4.8685,6.7634,3242,211,162521,190,0.9976,0.9389,0.9446,0.9418
Areal,Grid_100,Center,15,16,477,1397,8.5825,34.1446,4.8403,7.0542,3402,31,162701,30,0.9996,0.9910,0.9913,0.9911
Areal,Grid_100,Random,15,16,476,1397,8.5975,34.0730,4.8488,7.0271,3398,41,162691,34,0.9995,0.9881,0.9901,0.9891
Areal,Grid_300,Center,15,16,469,1397,8.5100,33.5719,4.7994,6.9950,3314,90,162642,118,0.9987,0.9736,0.9656,0.9696
Areal,Grid_300,Random,15,16,468,1397,8.5175,33.5004,4.8037,6.9739,3317,90,162642,115,0.9988,0.9736,0.9665,0.9700
Areal,Grid_500,Center,15,16,497,1397,8.9950,35.5762,5.0730,7.0129,3343,255,162477,89,0.9979,0.9291,0.9741,0.9511
Areal,Grid_500,Random,15,16,481,1397,9.0075,34.4309,5.0800,6.7777,3329,274,162458,103,0.9977,0.9240,0.9700,0.9464
N/A,N/A,Deletion,15,17,471,1397,8.3800,33.7151,4.7261,7.1338,3249,103,162629,183,0.9983,0.9693,0.9467,0.9578
Linear,Street,Center,15,17,454,1397,8.4625,32.4982,4.7727,6.8092,3096,289,162443,336,0.9962,0.9146,0.9021,0.9083
Linear,Street,Random,15,17,472,1397,8.7300,33.7867,4.9235,6.8623,3274,218,162514,158,0.9977,0.9376,0.9540,0.9457
Areal,Tract,Center,15,17,449,1397,8.5325,32.1403,4.8121,6.6790,3152,261,162471,280,0.9967,0.9235,0.9184,0.9210
Areal,Tract,Random,15,17,466,1397,8.6925,33.3572,4.9024,6.8043,3253,224,162508,179,0.9976,0.9356,0.9478,0.9417
Areal,Neighborhood,Center,15,17,434,1397,8.0100,31.0666,4.5175,6.8770,2572,632,162100,860,0.9910,0.8027,0.7494,0.7752
Areal,Neighborhood,Random,15,17,475,1397,8.8525,34.0014,4.9926,6.8104,3240,301,162431,192,0.9970,0.9150,0.9441,0.9293
Areal,Grid_100,Center,15,17,475,1397,8.5625,34.0014,4.8291,7.0410,3386,39,162693,46,0.9995,0.9886,0.9866,0.9876
Areal,Grid_100,Random,15,17,477,1397,8.5550,34.1446,4.8248,7.0769,3376,46,162686,56,0.9994,0.9866,0.9837,0.9851
Areal,Grid_300,Center,15,17,470,1397,8.6875,33.6435,4.8996,6.8666,3349,126,162606,83,0.9987,0.9637,0.9758,0.9697
Areal,Grid_300,Random,15,17,476,1397,8.6900,34.0730,4.9010,6.9523,3337,139,162593,95,0.9986,0.9600,0.9723,0.9661
Areal,Grid_500,Center,15,17,496,1397,8.9000,35.5047,5.0194,7.0735,3323,237,162495,109,0.9979,0.9334,0.9682,0.9505
Areal,Grid_500,Random,15,17,489,1397,8.9400,35.0036,5.0420,6.9425,3309,267,162465,123,0.9977,0.9253,0.9642,0.9443
N/A,N/A,Deletion,15,18,474,1397,8.6275,33.9298,4.8657,6.9732,3299,152,162580,133,0.9983,0.9560,0.9612,0.9586
Linear,Street,Center,15,18,458,1397,8.5100,32.7845,4.7994,6.8309,3107,297,162435,325,0.9963,0.9127,0.9053,0.9090
Linear,Street,Random,15,18,473,1397,8.7500,33.8583,4.9348,6.8611,3260,240,162492,172,0.9975,0.9314,0.9499,0.9406
Areal,Tract,Center,15,18,460,1397,8.4775,32.9277,4.7811,6.8870,3198,193,162539,234,0.9974,0.9431,0.9318,0.9374
Areal,Tract,Random,15,18,469,1397,8.6775,33.5719,4.8939,6.8599,3285,186,162546,147,0.9980,0.9464,0.9572,0.9518
Areal,Neighborhood,Center,15,18,447,1397,8.3650,31.9971,4.7177,6.7824,2638,708,162024,794,0.9910,0.7884,0.7686,0.7784
Areal,Neighborhood,Random,15,18,462,1397,8.6450,33.0709,4.8756,6.7830,3243,215,162517,189,0.9976,0.9378,0.9449,0.9414
Areal,Grid_100,Center,15,18,476,1397,8.5600,34.0730,4.8276,7.0579,3396,28,162704,36,0.9996,0.9918,0.9895,0.9907
Areal,Grid_100,Random,15,18,477,1397,8.5600,34.1446,4.8276,7.0727,3396,28,162704,36,0.9996,0.9918,0.9895,0.9907
Areal,Grid_300,Center,15,18,472,1397,8.5950,33.7867,4.8474,6.9701,3335,103,162629,97,0.9988,0.9700,0.9717,0.9709
Areal,Grid_300,Random,15,18,473,1397,8.6850,33.8583,4.8981,6.9125,3340,134,162598,92,0.9986,0.9614,0.9732,0.9673
Areal,Grid_500,Center,15,18,480,1397,8.8300,34.3593,4.9799,6.8996,3308,224,162508,124,0.9979,0.9366,0.9639,0.9500
Areal,Grid_500,Random,15,18,483,1397,8.9450,34.5741,5.0448,6.8534,3329,249,162483,103,0.9979,0.9304,0.9700,0.9498
N/A,N/A,Deletion,15,19,471,1397,8.4525,33.7151,4.7670,7.0726,3267,114,162618,165,0.9983,0.9663,0.9519,0.9590
Linear,Street,Center,15,19,476,1397,8.5850,34.0730,4.8417,7.0373,3141,293,162439,291,0.9965,0.9147,0.9152,0.9149
Linear,Street,Random,15,19,493,1397,8.8500,35.2899,4.9912,7.0704,3271,269,162463,161,0.9974,0.9240,0.9531,0.9383
Areal,Tract,Center,15,19,457,1397,8.4925,32.7130,4.7896,6.8300,3185,212,162520,247,0.9972,0.9376,0.9280,0.9328
Areal,Tract,Random,15,19,469,1397,8.6425,33.5719,4.8742,6.8877,3269,188,162544,163,0.9979,0.9456,0.9525,0.9490
Areal,Neighborhood,Center,15,19,440,1397,8.0225,31.4961,4.5245,6.9612,2602,607,162125,830,0.9914,0.8108,0.7582,0.7836
Areal,Neighborhood,Random,15,19,473,1397,8.6075,33.8583,4.8544,6.9747,3244,199,162533,188,0.9977,0.9422,0.9452,0.9437
Areal,Grid_100,Center,15,19,476,1397,8.6075,34.0730,4.8544,7.0189,3406,37,162695,26,0.9996,0.9893,0.9924,0.9908
Areal,Grid_100,Random,15,19,478,1397,8.6150,34.2162,4.8587,7.0423,3409,37,162695,23,0.9996,0.9893,0.9933,0.9913
Areal,Grid_300,Center,15,19,471,1397,8.6125,33.7151,4.8573,6.9412,3350,95,162637,82,0.9989,0.9724,0.9761,0.9743
Areal,Grid_300,Random,15,19,481,1397,8.6025,34.4309,4.8516,7.0968,3333,108,162624,99,0.9988,0.9686,0.9712,0.9699
Areal,Grid_500,Center,15,19,488,1397,8.9550,34.9320,5.0504,6.9167,3340,242,162490,92,0.9980,0.9324,0.9732,0.9524
Areal,Grid_500,Random,15,19,489,1397,9.0650,35.0036,5.1125,6.8467,3356,270,162462,76,0.9979,0.9255,0.9779,0.9510
N/A,N/A,Deletion,15,20,484,1397,8.6500,34.6457,4.8784,7.1018,3307,153,162579,125,0.9983,0.9558,0.9636,0.9597
Linear,Street,Center,15,20,465,1397,8.5400,33.2856,4.8164,6.9109,3096,320,162412,336,0.9961,0.9063,0.9021,0.9042
Linear,Street,Random,15,20,494,1397,8.9550,35.3615,5.0504,7.0017,3340,242,162490,92,0.9980,0.9324,0.9732,0.9524
Areal,Tract,Center,15,20,448,1397,8.4375,32.0687,4.7586,6.7392,3169,206,162526,263,0.9972,0.9390,0.9234,0.9311
Areal,Tract,Random,15,20,457,1397,8.6350,32.7130,4.8699,6.7173,3244,210,162522,188,0.9976,0.9392,0.9452,0.9422
Areal,Neighborhood,Center,15,20,438,1397,8.1250,31.3529,4.5823,6.8421,2564,686,162046,868,0.9906,0.7889,0.7471,0.7674
Areal,Neighborhood,Random,15,20,489,1397,9.0700,35.0036,5.1153,6.8430,3266,362,162370,166,0.9968,0.9002,0.9516,0.9252
Areal,Grid_100,Center,15,20,478,1397,8.5950,34.2162,4.8474,7.0587,3402,36,162696,30,0.9996,0.9895,0.9913,0.9904
Areal,Grid_100,Random,15,20,478,1397,8.6150,34.2162,4.8587,7.0423,3403,43,162689,29,0.9996,0.9875,0.9916,0.9895
Areal,Grid_300,Center,15,20,466,1397,8.5650,33.3572,4.8305,6.9056,3313,113,162619,119,0.9986,0.9670,0.9653,0.9662
Areal,Grid_300,Random,15,20,476,1397,8.7325,34.0730,4.9249,6.9185,3327,166,162566,105,0.9984,0.9525,0.9694,0.9609
Areal,Grid_500,Center,15,20,485,1397,8.9000,34.7173,5.0194,6.9166,3339,221,162511,93,0.9981,0.9379,0.9729,0.9551
Areal,Grid_500,Random,15,20,489,1397,8.9175,35.0036,5.0293,6.9600,3322,245,162487,110,0.9979,0.9313,0.9679,0.9493
N/A,N/A,Deletion,15,21,472,1397,8.3100,33.7867,4.6867,7.2091,3210,114,162618,222,0.9980,0.9657,0.9353,0.9503
Linear,Street,Center,15,21,454,1397,8.4475,32.4982,4.7642,6.8213,3135,244,162488,297,0.9967,0.9278,0.9135,0.9206
Linear,Street,Random,15,21,473,1397,8.8350,33.8583,4.9827,6.7951,3254,280,162452,178,0.9972,0.9208,0.9481,0.9343
Areal,Tract,Center,15,21,443,1397,8.5225,31.7108,4.8065,6.5975,3182,227,162505,250,0.9971,0.9334,0.9272,0.9303
Areal,Tract,Random,15,21,476,1397,8.6875,34.0730,4.8996,6.9543,3241,234,162498,191,0.9974,0.9327,0.9443,0.9385
Areal,Neighborhood,Center,15,21,440,1397,8.0425,31.4961,4.5358,6.9439,2606,611,162121,826,0.9914,0.8101,0.7593,0.7839
Areal,Neighborhood,Random,15,21,470,1397,8.7525,33.6435,4.9362,6.8157,3247,254,162478,185,0.9974,0.9274,0.9461,0.9367
Areal,Grid_100,Center,15,21,477,1397,8.5875,34.1446,4.8432,7.0501,3397,38,162694,35,0.9996,0.9889,0.9898,0.9894
Areal,Grid_100,Random,15,21,480,1397,8.6000,34.3593,4.8502,7.0841,3384,56,162676,48,0.9994,0.9837,0.9860,0.9849
Areal,Grid_300,Center,15,21,471,1397,8.5725,33.7151,4.8347,6.9736,3340,89,162643,92,0.9989,0.9740,0.9732,0.9736
Areal,Grid_300,Random,15,21,471,1397,8.5875,33.7151,4.8432,6.9614,3322,113,162619,110,0.9987,0.9671,0.9679,0.9675
Areal,Grid_500,Center,15,21,494,1397,8.8850,35.3615,5.0109,7.0569,3341,213,162519,91,0.9982,0.9401,0.9735,0.9565
Areal,Grid_500,Random,15,21,487,1397,8.9050,34.8604,5.0222,6.9412,3314,248,162484,118,0.9978,0.9304,0.9656,0.9477
N/A,N/A,Deletion,15,22,475,1397,8.4575,34.0014,4.7698,7.1284,3229,154,162578,203,0.9979,0.9545,0.9409,0.9476
Linear,Street,Center,15,22,461,1397,8.5525,32.9993,4.8234,6.8415,3136,285,162447,296,0.9965,0.9167,0.9138,0.9152
Linear,Street,Random,15,22,465,1397,8.6975,33.2856,4.9052,6.7858,3304,175,162557,128,0.9982,0.9497,0.9627,0.9562
Areal,Tract,Center,15,22,453,1397,8.5975,32.4266,4.8488,6.6876,3177,262,162470,255,0.9969,0.9238,0.9257,0.9248
Areal,Tract,Random,15,22,462,1397,8.7625,33.0709,4.9419,6.6920,3267,238,162494,165,0.9976,0.9321,0.9519,0.9419
Areal,Neighborhood,Center,15,22,439,1397,8.0100,31.4245,4.5175,6.9562,2626,578,162154,806,0.9917,0.8196,0.7652,0.7914
Areal,Neighborhood,Random,15,22,463,1397,8.6000,33.1424,4.8502,6.8332,3248,192,162540,184,0.9977,0.9442,0.9464,0.9453
Areal,Grid_100,Center,15,22,468,1397,8.5600,33.5004,4.8276,6.9393,3398,26,162706,34,0.9996,0.9924,0.9901,0.9912
Areal,Grid_100,Random,15,22,471,1397,8.5775,33.7151,4.8375,6.9695,3401,30,162702,31,0.9996,0.9913,0.9910,0.9911
Areal,Grid_300,Center,15,22,470,1397,8.5800,33.6435,4.8389,6.9527,3332,100,162632,100,0.9988,0.9709,0.9709,0.9709
Areal,Grid_300,Random,15,22,468,1397,8.6125,33.5004,4.8573,6.8970,3329,116,162616,103,0.9987,0.9663,0.9700,0.9682
Areal,Grid_500,Center,15,22,488,1397,8.8525,34.9320,4.9926,6.9967,3332,209,162523,100,0.9981,0.9410,0.9709,0.9557
Areal,Grid_500,Random,15,22,474,1397,8.7825,33.9298,4.9531,6.8502,3336,177,162555,96,0.9984,0.9496,0.9720,0.9607
N/A,N/A,Deletion,15,23,489,1397,8.5775,35.0036,4.8375,7.2359,3272,159,162573,160,0.9981,0.9537,0.9534,0.9535
Linear,Street,Center,15,23,448,1397,8.3900,32.0687,4.7318,6.7773,3070,286,162446,362,0.9961,0.9148,0.8945,0.9045
Linear,Street,Random,15,23,489,1397,8.8875,35.0036,5.0123,6.9835,3290,265,162467,142,0.9976,0.9255,0.9586,0.9417
Areal,Tract,Center,15,23,448,1397,8.3300,32.0687,4.6979,6.8261,3123,209,162523,309,0.9969,0.9373,0.9100,0.9234
Areal,Tract,Random,15,23,456,1397,8.5950,32.6414,4.8474,6.7338,3227,211,162521,205,0.9975,0.9386,0.9403,0.9394
Areal,Neighborhood,Center,15,23,423,1397,7.7225,30.2792,4.3553,6.9522,2495,594,162138,937,0.9908,0.8077,0.7270,0.7652
Areal,Neighborhood,Random,15,23,455,1397,8.6400,32.5698,4.8728,6.6840,3244,212,162520,188,0.9976,0.9387,0.9452,0.9419
Areal,Grid_100,Center,15,23,475,1397,8.5575,34.0014,4.8262,7.0451,3398,25,162707,34,0.9996,0.9927,0.9901,0.9914
Areal,Grid_100,Random,15,23,468,1397,8.5675,33.5004,4.8319,6.9332,3391,36,162696,41,0.9995,0.9895,0.9881,0.9888
Areal,Grid_300,Center,15,23,471,1397,8.6350,33.7151,4.8699,6.9231,3315,139,162593,117,0.9985,0.9598,0.9659,0.9628
Areal,Grid_300,Random,15,23,469,1397,8.5850,33.5719,4.8417,6.9338,3302,132,162600,130,0.9984,0.9616,0.9621,0.9618
Areal,Grid_500,Center,15,23,466,1397,8.8325,33.3572,4.9813,6.6964,3318,215,162517,114,0.9980,0.9391,0.9668,0.9528
Areal,Grid_500,Random,15,23,486,1397,8.9950,34.7888,5.0730,6.8577,3339,259,162473,93,0.9979,0.9280,0.9729,0.9499
N/A,N/A,Deletion,15,24,466,1397,8.4375,33.3572,4.7586,7.0099,3277,98,162634,155,0.9985,0.9710,0.9548,0.9628
Linear,Street,Center,15,24,452,1397,8.5875,32.3550,4.8432,6.6806,3121,314,162418,311,0.9962,0.9086,0.9094,0.9090
Linear,Street,Random,15,24,477,1397,8.9400,34.1446,5.0420,6.7721,3319,257,162475,113,0.9978,0.9281,0.9671,0.9472
Areal,Tract,Center,15,24,457,1397,8.5975,32.7130,4.8488,6.7466,3201,238,162494,231,0.9972,0.9308,0.9327,0.9317
Areal,Tract,Random,15,24,455,1397,8.7025,32.5698,4.9080,6.6360,3264,217,162515,168,0.9977,0.9377,0.9510,0.9443
Areal,Neighborhood,Center,15,24,433,1397,7.9925,30.9950,4.5076,6.8762,2591,606,162126,841,0.9913,0.8104,0.7550,0.7817
Areal,Neighborhood,Random,15,24,455,1397,8.6000,32.5698,4.8502,6.7151,3232,208,162524,200,0.9975,0.9395,0.9417,0.9406
Areal,Grid_100,Center,15,24,475,1397,8.5775,34.0014,4.8375,7.0287,3399,32,162700,33,0.9996,0.9907,0.9904,0.9905
Areal,Grid_100,Random,15,24,473,1397,8.5700,33.8583,4.8333,7.0052,3396,32,162700,36,0.9996,0.9907,0.9895,0.9901
Areal,Grid_300,Center,15,24,468,1397,8.6075,33.5004,4.8544,6.9010,3336,107,162625,96,0.9988,0.9689,0.9720,0.9705
Areal,Grid_300,Random,15,24,472,1397,8.6025,33.7867,4.8516,6.9640,3327,114,162618,105,0.9987,0.9669,0.9694,0.9681
Areal,Grid_500,Center,15,24,469,1397,8.9575,33.5719,5.0518,6.6455,3350,233,162499,82,0.9981,0.9350,0.9761,0.9551
Areal,Grid_500,Random,15,24,474,1397,8.9525,33.9298,5.0490,6.7201,3358,223,162509,74,0.9982,0.9377,0.9784,0.9577
N/A,N/A,Deletion,15,25,463,1397,8.5650,33.1424,4.8305,6.8611,3264,162,162570,168,0.9980,0.9527,0.9510,0.9519
Linear,Street,Center,15,25,467,1397,8.6600,33.4288,4.8840,6.8445,3147,317,162415,285,0.9964,0.9085,0.9170,0.9127
Linear,Street,Random,15,25,475,1397,8.8125,34.0014,4.9701,6.8413,3287,238,162494,145,0.9977,0.9325,0.9578,0.9449
Areal,Tract,Center,15,25,453,1397,8.3225,32.4266,4.6937,6.9085,3119,210,162522,313,0.9969,0.9369,0.9088,0.9226
Areal,Tract,Random,15,25,452,1397,8.7025,32.3550,4.9080,6.5923,3238,243,162489,194,0.9974,0.9302,0.9435,0.9368
Areal,Neighborhood,Center,15,25,435,1397,7.8750,31.1382,4.4413,7.0110,2613,537,162195,819,0.9918,0.8295,0.7614,0.7940
Areal,Neighborhood,Random,15,25,470,1397,8.8450,33.6435,4.9884,6.7444,3234,304,162428,198,0.9970,0.9141,0.9423,0.9280
