Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,Scale2
Group_16,Tract,Deletion,45,11.054,0.4515,0.8169,0.0162,Tract
Group_16,Tract,Deletion,50,10.9602,0.5335,0.802,0.0166,Tract
Group_16,Tract,Random,5,11.2526,0.1674,0.954,0.0048,Tract
Group_16,Tract,Random,10,11.1711,0.2442,0.9249,0.0071,Tract
Group_16,Tract,Random,15,11.046,0.2936,0.9008,0.0083,Tract
Group_16,Tract,Random,20,11.0012,0.387,0.8805,0.0091,Tract
Group_16,Tract,Random,25,10.8093,0.3625,0.8556,0.0105,Tract
Group_16,Tract,Random,30,10.6996,0.3365,0.8345,0.0116,Tract
Group_16,Tract,Random,35,10.5397,0.3536,0.8117,0.0117,Tract
Group_16,Tract,Random,40,10.3596,0.4438,0.7899,0.0146,Tract
Group_16,Tract,Random,45,10.2523,0.4293,0.7624,0.013,Tract
Group_16,Tract,Random,50,10.0464,0.4474,0.7357,0.0154,Tract
Group_2,G_100,Centroid,5,11.5793,0.1577,0.9908,0.0016,Grid_100
Group_2,G_100,Centroid,10,11.5688,0.1701,0.9835,0.0022,Grid_100
Group_2,G_100,Centroid,15,11.5778,0.1886,0.9772,0.0019,Grid_100
Group_2,G_100,Centroid,20,11.5885,0.16,0.9715,0.0024,Grid_100
Group_2,G_100,Centroid,25,11.5534,0.1599,0.9657,0.0024,Grid_100
Group_2,G_100,Centroid,30,11.5521,0.1256,0.9605,0.0025,Grid_100
Group_2,G_100,Centroid,35,11.4689,0.1475,0.9546,0.0027,Grid_100
Group_2,G_100,Centroid,40,11.4607,0.1453,0.9499,0.0024,Grid_100
Group_2,G_100,Centroid,45,11.4422,0.1345,0.9449,0.0025,Grid_100
Group_2,G_100,Centroid,50,11.3837,0.1797,0.9387,0.0027,Grid_100
Group_2,G_100,Deletion,5,11.3745,0.2539,0.9521,0.0042,Grid_100
Group_2,G_100,Deletion,10,11.1516,0.3602,0.9243,0.0051,Grid_100
Group_2,G_100,Deletion,15,11.2882,0.3272,0.9074,0.0063,Grid_100
Group_2,G_100,Deletion,20,11.2014,0.3998,0.8911,0.0084,Grid_100
Group_2,G_100,Deletion,25,11.0256,0.4201,0.8735,0.0111,Grid_100
Group_2,G_100,Deletion,30,10.9119,0.5033,0.8545,0.0112,Grid_100
Group_2,G_100,Deletion,35,10.8173,0.398,0.8367,0.0122,Grid_100
Group_2,G_100,Deletion,40,10.9038,0.4471,0.8204,0.0133,Grid_100
Group_2,G_100,Deletion,45,10.7495,0.5032,0.8051,0.0129,Grid_100
Group_2,G_100,Deletion,50,10.4688,0.4957,0.7827,0.017,Grid_100
Group_2,G_100,Random,5,11.5448,0.1633,0.9878,0.0019,Grid_100
Group_2,G_100,Random,10,11.5159,0.169,0.9792,0.0027,Grid_100
Group_2,G_100,Random,15,11.4905,0.1902,0.9711,0.003,Grid_100
Group_2,G_100,Random,20,11.5041,0.1922,0.9645,0.0034,Grid_100
Group_2,G_100,Random,25,11.4965,0.1827,0.9589,0.0033,Grid_100
Group_2,G_100,Random,30,11.4231,0.2141,0.9516,0.004,Grid_100
Group_2,G_100,Random,35,11.341,0.2351,0.9457,0.0035,Grid_100
Group_2,G_100,Random,40,11.3508,0.2334,0.9397,0.0037,Grid_100
Group_2,G_100,Random,45,11.2586,0.212,0.9345,0.0034,Grid_100
Group_2,G_100,Random,50,11.1905,0.2486,0.928,0.0043,Grid_100
Group_2,G_300,Centroid,5,11.5506,0.2004,0.9755,0.003,Grid_300
Group_2,G_300,Centroid,10,11.4885,0.2104,0.9554,0.0046,Grid_300
Group_2,G_300,Centroid,15,11.3971,0.256,0.9376,0.005,Grid_300
Group_2,G_300,Centroid,20,11.2255,0.3007,0.9211,0.0054,Grid_300
Group_2,G_300,Centroid,25,11.1065,0.308,0.9047,0.0065,Grid_300
Group_2,G_300,Centroid,30,10.9698,0.3507,0.8888,0.0063,Grid_300
Group_2,G_300,Centroid,35,10.8162,0.3279,0.8733,0.0074,Grid_300
Group_2,G_300,Centroid,40,10.6866,0.3008,0.8589,0.0067,Grid_300
Group_2,G_300,Centroid,45,10.6235,0.317,0.8435,0.0077,Grid_300
Group_2,G_300,Centroid,50,10.5194,0.2805,0.8265,0.0067,Grid_300
Group_2,G_300,Deletion,5,11.3745,0.2539,0.9521,0.0042,Grid_300
Group_2,G_300,Deletion,10,11.1516,0.3602,0.9243,0.0051,Grid_300
Group_2,G_300,Deletion,15,11.2882,0.3272,0.9074,0.0063,Grid_300
Group_2,G_300,Deletion,20,11.2014,0.3998,0.8911,0.0084,Grid_300
Group_2,G_300,Deletion,25,11.0256,0.4201,0.8735,0.0111,Grid_300
Group_2,G_300,Deletion,30,10.9119,0.5033,0.8545,0.0112,Grid_300
Group_2,G_300,Deletion,35,10.8173,0.398,0.8367,0.0122,Grid_300
Group_2,G_300,Deletion,40,10.9038,0.4471,0.8204,0.0133,Grid_300
Group_2,G_300,Deletion,45,10.7495,0.5032,0.8051,0.0129,Grid_300
Group_2,G_300,Deletion,50,10.4688,0.4957,0.7827,0.017,Grid_300
Group_2,G_300,Random,5,11.4797,0.244,0.9683,0.0044,Grid_300
Group_2,G_300,Random,10,11.2932,0.2825,0.9448,0.0058,Grid_300
Group_2,G_300,Random,15,11.1089,0.2997,0.9256,0.0063,Grid_300
Group_2,G_300,Random,20,10.9302,0.3412,0.9078,0.0063,Grid_300
Group_2,G_300,Random,25,10.8339,0.3222,0.8914,0.0084,Grid_300
Group_2,G_300,Random,30,10.581,0.3769,0.8758,0.0078,Grid_300
Group_2,G_300,Random,35,10.4901,0.3393,0.8599,0.0079,Grid_300
Group_2,G_300,Random,40,10.3965,0.3637,0.8452,0.0099,Grid_300
Group_2,G_300,Random,45,10.254,0.4024,0.83,0.0092,Grid_300
Group_2,G_300,Random,50,10.0311,0.3535,0.8134,0.0108,Grid_300
Group_2,G_500,Centroid,5,11.3834,0.2797,0.9566,0.0053,Grid_500
Group_2,G_500,Centroid,10,11.1532,0.3079,0.9202,0.0064,Grid_500
Group_2,G_500,Centroid,15,10.9198,0.3126,0.8857,0.0082,Grid_500
Group_2,G_500,Centroid,20,10.6252,0.3161,0.8537,0.0088,Grid_500
Group_2,G_500,Centroid,25,10.3634,0.3458,0.8221,0.0091,Grid_500
Group_2,G_500,Centroid,30,10.0701,0.3175,0.7894,0.0097,Grid_500
Group_2,G_500,Centroid,35,9.8276,0.3162,0.759,0.0111,Grid_500
Group_2,G_500,Centroid,40,9.6578,0.3323,0.7282,0.01,Grid_500
Group_2,G_500,Centroid,45,9.4675,0.377,0.6983,0.0102,Grid_500
Group_2,G_500,Centroid,50,9.2162,0.3085,0.6638,0.0113,Grid_500
Group_2,G_500,Deletion,5,11.3745,0.2539,0.9521,0.0042,Grid_500
Group_2,G_500,Deletion,10,11.1516,0.3602,0.9243,0.0051,Grid_500
Group_2,G_500,Deletion,15,11.2882,0.3272,0.9074,0.0063,Grid_500
Group_2,G_500,Deletion,20,11.2014,0.3998,0.8911,0.0084,Grid_500
Group_2,G_500,Deletion,25,11.0256,0.4201,0.8735,0.0111,Grid_500
Group_2,G_500,Deletion,30,10.9119,0.5033,0.8545,0.0112,Grid_500
Group_2,G_500,Deletion,35,10.8173,0.398,0.8367,0.0122,Grid_500
Group_2,G_500,Deletion,40,10.9038,0.4471,0.8204,0.0133,Grid_500
Group_2,G_500,Deletion,45,10.7495,0.5032,0.8051,0.0129,Grid_500
Group_2,G_500,Deletion,50,10.4688,0.4957,0.7827,0.017,Grid_500
Group_2,G_500,Random,5,11.3325,0.2775,0.9531,0.0052,Grid_500
Group_2,G_500,Random,10,11.0439,0.3198,0.9206,0.0079,Grid_500
Group_2,G_500,Random,15,10.746,0.3563,0.8933,0.0086,Grid_500
Group_2,G_500,Random,20,10.4118,0.3884,0.8693,0.0099,Grid_500
Group_2,G_500,Random,25,10.2022,0.3772,0.8453,0.0111,Grid_500
Group_2,G_500,Random,30,9.9369,0.3418,0.8218,0.0114,Grid_500
Group_2,G_500,Random,35,9.7121,0.3683,0.7983,0.0125,Grid_500
Group_2,G_500,Random,40,9.4704,0.3651,0.7771,0.0135,Grid_500
Group_2,G_500,Random,45,9.1868,0.3994,0.7572,0.0139,Grid_500
Group_2,G_500,Random,50,9.0093,0.4081,0.7342,0.0147,Grid_500
Group_2,N_hood,Centroid,5,11.4279,0.2855,0.9316,0.007,Neighborhood
Group_2,N_hood,Centroid,10,11.1701,0.3562,0.8463,0.01,Neighborhood
Group_2,N_hood,Centroid,15,11.0149,0.3424,0.7544,0.0133,Neighborhood
Group_2,N_hood,Centroid,20,10.7949,0.3167,0.6624,0.0151,Neighborhood
Group_2,N_hood,Centroid,25,10.6879,0.3598,0.5732,0.0153,Neighborhood
Group_2,N_hood,Centroid,30,10.5141,0.4204,0.4848,0.0154,Neighborhood
Group_2,N_hood,Centroid,35,10.4214,0.4163,0.4004,0.0158,Neighborhood
Group_2,N_hood,Centroid,40,9.9445,0.4765,0.3191,0.0181,Neighborhood
Group_2,N_hood,Centroid,45,9.372,0.4846,0.253,0.0143,Neighborhood
Group_2,N_hood,Centroid,50,8.4096,0.7349,0.1999,0.0135,Neighborhood
Group_2,N_hood,Deletion,5,11.3775,0.2538,0.9521,0.0042,Neighborhood
Group_2,N_hood,Deletion,10,11.1544,0.3604,0.9243,0.0051,Neighborhood
Group_2,N_hood,Deletion,15,11.2903,0.3257,0.9074,0.0063,Neighborhood
Group_2,N_hood,Deletion,20,11.2007,0.3977,0.8911,0.0084,Neighborhood
Group_2,N_hood,Deletion,25,11.0275,0.4199,0.8735,0.0111,Neighborhood
Group_2,N_hood,Deletion,30,10.9131,0.5032,0.8546,0.0112,Neighborhood
Group_2,N_hood,Deletion,35,10.8208,0.3977,0.8367,0.0122,Neighborhood
Group_2,N_hood,Deletion,40,10.9062,0.4478,0.8204,0.0133,Neighborhood
Group_2,N_hood,Deletion,45,10.7518,0.5023,0.8051,0.0129,Neighborhood
Group_2,N_hood,Deletion,50,10.4712,0.4957,0.7827,0.017,Neighborhood
Group_2,N_hood,Random,5,11.3357,0.2819,0.9449,0.0065,Neighborhood
Group_2,N_hood,Random,10,11.0215,0.3805,0.9077,0.0078,Neighborhood
Group_2,N_hood,Random,15,10.7888,0.4159,0.8782,0.0102,Neighborhood
Group_2,N_hood,Random,20,10.5433,0.3937,0.8499,0.0113,Neighborhood
Group_2,N_hood,Random,25,10.3573,0.4266,0.8228,0.0131,Neighborhood
Group_2,N_hood,Random,30,10.0816,0.4616,0.7898,0.0149,Neighborhood
Group_2,N_hood,Random,35,9.8851,0.4559,0.7605,0.0174,Neighborhood
Group_2,N_hood,Random,40,9.5909,0.4272,0.7316,0.0181,Neighborhood
Group_2,N_hood,Random,45,9.2405,0.4501,0.7029,0.0161,Neighborhood
Group_2,N_hood,Random,50,8.9257,0.4857,0.6662,0.0179,Neighborhood
Group_2,Street,Centroid,5,11.5139,0.2553,0.9547,0.0065,Street
Group_2,Street,Centroid,10,11.3145,0.3448,0.9118,0.0094,Street
Group_2,Street,Centroid,15,11.045,0.3643,0.8714,0.0125,Street
Group_2,Street,Centroid,20,10.8883,0.3819,0.8311,0.0119,Street
Group_2,Street,Centroid,25,10.6868,0.3764,0.7916,0.0137,Street
Group_2,Street,Centroid,30,10.404,0.3084,0.7521,0.0145,Street
Group_2,Street,Centroid,35,10.2888,0.3513,0.7097,0.0156,Street
Group_2,Street,Centroid,40,10.1479,0.3729,0.6703,0.0166,Street
Group_2,Street,Centroid,45,10.0572,0.3583,0.6327,0.0156,Street
Group_2,Street,Centroid,50,9.9815,0.3187,0.5921,0.0177,Street
Group_2,Street,Deletion,5,11.3775,0.2538,0.9521,0.0042,Street
Group_2,Street,Deletion,10,11.1544,0.3604,0.9243,0.0051,Street
Group_2,Street,Deletion,15,11.2903,0.3257,0.9074,0.0063,Street
Group_2,Street,Deletion,20,11.2007,0.3977,0.8911,0.0084,Street
Group_2,Street,Deletion,25,11.0275,0.4199,0.8735,0.0111,Street
Group_2,Street,Deletion,30,10.9131,0.5032,0.8546,0.0112,Street
Group_2,Street,Deletion,35,10.8208,0.3977,0.8367,0.0122,Street
Group_2,Street,Deletion,40,10.9062,0.4478,0.8204,0.0133,Street
Group_2,Street,Deletion,45,10.7518,0.5023,0.8051,0.0129,Street
Group_2,Street,Deletion,50,10.4712,0.4957,0.7827,0.017,Street
Group_2,Street,Random,5,11.3832,0.255,0.9546,0.0064,Street
Group_2,Street,Random,10,11.1152,0.3167,0.9224,0.0074,Street
Group_2,Street,Random,15,10.8983,0.3573,0.8951,0.0092,Street
Group_2,Street,Random,20,10.7317,0.3661,0.8731,0.0105,Street
Group_2,Street,Random,25,10.5933,0.3942,0.8496,0.011,Street
Group_2,Street,Random,30,10.2437,0.4058,0.8248,0.0142,Street
Group_2,Street,Random,35,10.1641,0.4565,0.8022,0.0152,Street
Group_2,Street,Random,40,9.9651,0.4025,0.7822,0.0154,Street
Group_2,Street,Random,45,9.7947,0.4699,0.7628,0.0147,Street
Group_2,Street,Random,50,9.5621,0.3757,0.7377,0.0172,Street
Group_2,Tract,Centroid,5,11.452,0.2713,0.9528,0.0049,Tract
Group_2,Tract,Centroid,10,11.3018,0.3173,0.9127,0.0077,Tract
Group_2,Tract,Centroid,15,11.0496,0.3404,0.8709,0.0102,Tract
Group_2,Tract,Centroid,20,10.8517,0.3137,0.8273,0.0122,Tract
Group_2,Tract,Centroid,25,10.5685,0.3726,0.7795,0.0132,Tract
Group_2,Tract,Centroid,30,10.1714,0.3751,0.729,0.0138,Tract
Group_2,Tract,Centroid,35,9.8798,0.3762,0.6808,0.014,Tract
Group_2,Tract,Centroid,40,9.6043,0.4087,0.6287,0.0133,Tract
Group_2,Tract,Centroid,45,9.3216,0.4142,0.5846,0.0138,Tract
Group_2,Tract,Centroid,50,8.8639,0.4101,0.535,0.014,Tract
Group_2,Tract,Deletion,5,11.367,0.2539,0.9519,0.0042,Tract
Group_2,Tract,Deletion,10,11.1492,0.358,0.9242,0.0051,Tract
Group_2,Tract,Deletion,15,11.2878,0.328,0.9075,0.0062,Tract
Group_2,Tract,Deletion,20,11.2005,0.3995,0.8912,0.0084,Tract
Group_2,Tract,Deletion,25,11.0251,0.4204,0.8737,0.0111,Tract
Group_2,Tract,Deletion,30,10.9122,0.5036,0.8547,0.0112,Tract
Group_2,Tract,Deletion,35,10.8266,0.4044,0.837,0.0122,Tract
Group_2,Tract,Deletion,40,10.9109,0.4504,0.8207,0.0133,Tract
Group_2,Tract,Deletion,45,10.7536,0.5046,0.8054,0.013,Tract
Group_2,Tract,Deletion,50,10.4771,0.4933,0.7831,0.0169,Tract
Group_2,Tract,Random,5,11.3231,0.242,0.9504,0.005,Tract
Group_2,Tract,Random,10,11.0494,0.3345,0.914,0.0075,Tract
Group_2,Tract,Random,15,10.8275,0.398,0.8866,0.0091,Tract
Group_2,Tract,Random,20,10.5981,0.3609,0.8585,0.0095,Tract
Group_2,Tract,Random,25,10.4664,0.3994,0.835,0.0128,Tract
Group_2,Tract,Random,30,10.15,0.3664,0.8064,0.0124,Tract
Group_2,Tract,Random,35,9.8969,0.3614,0.7795,0.0145,Tract
Group_2,Tract,Random,40,9.795,0.4074,0.7547,0.014,Tract
Group_2,Tract,Random,45,9.6696,0.4242,0.7305,0.015,Tract
Group_2,Tract,Random,50,9.4305,0.4108,0.7011,0.0161,Tract
Group_3,G_100,Centroid,5,10.8042,0.1135,0.9914,0.0014,Grid_100
Group_3,G_100,Centroid,10,10.7528,0.1345,0.9846,0.002,Grid_100
Group_3,G_100,Centroid,15,10.7157,0.1438,0.9788,0.002,Grid_100
Group_3,G_100,Centroid,20,10.6995,0.1262,0.9721,0.0023,Grid_100
Group_3,G_100,Centroid,25,10.6738,0.1207,0.966,0.0024,Grid_100
Group_3,G_100,Centroid,30,10.6917,0.1459,0.96,0.0023,Grid_100
Group_3,G_100,Centroid,35,10.699,0.1372,0.954,0.003,Grid_100
Group_3,G_100,Centroid,40,10.6788,0.1449,0.9479,0.0031,Grid_100
Group_3,G_100,Centroid,45,10.6966,0.1469,0.9416,0.0028,Grid_100
Group_3,G_100,Centroid,50,10.6769,0.142,0.9358,0.0032,Grid_100
Group_3,G_100,Deletion,5,10.9787,0.184,0.9565,0.0039,Grid_100
Group_3,G_100,Deletion,10,10.882,0.2708,0.9349,0.0049,Grid_100
Group_3,G_100,Deletion,15,10.7122,0.2621,0.9171,0.0072,Grid_100
Group_3,G_100,Deletion,20,10.7804,0.3335,0.9021,0.0076,Grid_100
Group_3,G_100,Deletion,25,10.7771,0.361,0.8837,0.0092,Grid_100
Group_3,G_100,Deletion,30,10.6116,0.337,0.8687,0.0108,Grid_100
Group_3,G_100,Deletion,35,10.5501,0.3845,0.851,0.0123,Grid_100
Group_3,G_100,Deletion,40,10.5785,0.4042,0.8342,0.0129,Grid_100
Group_3,G_100,Deletion,45,10.4303,0.4103,0.815,0.0158,Grid_100
Group_3,G_100,Deletion,50,10.2882,0.4991,0.7944,0.0163,Grid_100
Group_3,G_100,Random,5,10.8429,0.1047,0.9889,0.0019,Grid_100
Group_3,G_100,Random,10,10.8005,0.1375,0.9802,0.0023,Grid_100
Group_3,G_100,Random,15,10.7358,0.1577,0.9732,0.0026,Grid_100
Group_3,G_100,Random,20,10.717,0.1446,0.9659,0.003,Grid_100
Group_3,G_100,Random,25,10.7008,0.1472,0.9598,0.003,Grid_100
Group_3,G_100,Random,30,10.698,0.1683,0.9528,0.0031,Grid_100
Group_3,G_100,Random,35,10.705,0.1878,0.9465,0.0038,Grid_100
Group_3,G_100,Random,40,10.6423,0.1809,0.9413,0.004,Grid_100
Group_3,G_100,Random,45,10.6624,0.1669,0.9352,0.0041,Grid_100
Group_3,G_100,Random,50,10.642,0.179,0.9282,0.0044,Grid_100
Group_3,G_300,Centroid,5,10.8033,0.1332,0.9761,0.0033,Grid_300
Group_3,G_300,Centroid,10,10.6375,0.1815,0.9571,0.0043,Grid_300
Group_3,G_300,Centroid,15,10.5846,0.1913,0.94,0.0054,Grid_300
Group_3,G_300,Centroid,20,10.4974,0.2319,0.9242,0.005,Grid_300
Group_3,G_300,Centroid,25,10.4349,0.2117,0.9091,0.0063,Grid_300
Group_3,G_300,Centroid,30,10.3216,0.2254,0.8932,0.0063,Grid_300
Group_3,G_300,Centroid,35,10.1839,0.2435,0.8768,0.0069,Grid_300
Group_3,G_300,Centroid,40,10.1317,0.224,0.8629,0.0073,Grid_300
Group_3,G_300,Centroid,45,9.9522,0.2169,0.8468,0.0066,Grid_300
Group_3,G_300,Centroid,50,9.8141,0.2529,0.8322,0.0063,Grid_300
Group_3,G_300,Deletion,5,10.9787,0.184,0.9565,0.0039,Grid_300
Group_3,G_300,Deletion,10,10.882,0.2708,0.9349,0.0049,Grid_300
Group_3,G_300,Deletion,15,10.7122,0.2621,0.9171,0.0072,Grid_300
Group_3,G_300,Deletion,20,10.7804,0.3335,0.9021,0.0076,Grid_300
Group_3,G_300,Deletion,25,10.7771,0.361,0.8837,0.0092,Grid_300
Group_3,G_300,Deletion,30,10.6116,0.337,0.8687,0.0108,Grid_300
Group_3,G_300,Deletion,35,10.5501,0.3845,0.851,0.0123,Grid_300
Group_3,G_300,Deletion,40,10.5785,0.4042,0.8342,0.0129,Grid_300
Group_3,G_300,Deletion,45,10.4303,0.4103,0.815,0.0158,Grid_300
Group_3,G_300,Deletion,50,10.2882,0.4991,0.7944,0.0163,Grid_300
Group_3,G_300,Random,5,10.7905,0.1594,0.9701,0.0046,Grid_300
Group_3,G_300,Random,10,10.658,0.1907,0.9471,0.0051,Grid_300
Group_3,G_300,Random,15,10.5042,0.2124,0.9299,0.0064,Grid_300
Group_3,G_300,Random,20,10.4035,0.2303,0.9133,0.006,Grid_300
Group_3,G_300,Random,25,10.235,0.2534,0.896,0.0071,Grid_300
Group_3,G_300,Random,30,10.1213,0.268,0.8809,0.0086,Grid_300
Group_3,G_300,Random,35,9.9878,0.2629,0.8649,0.0086,Grid_300
Group_3,G_300,Random,40,9.8831,0.2396,0.8525,0.0095,Grid_300
Group_3,G_300,Random,45,9.6577,0.3054,0.8354,0.0098,Grid_300
Group_3,G_300,Random,50,9.5763,0.2541,0.82,0.0099,Grid_300
Group_3,G_500,Centroid,5,10.7884,0.2011,0.9589,0.0045,Grid_500
Group_3,G_500,Centroid,10,10.6357,0.2295,0.9242,0.006,Grid_500
Group_3,G_500,Centroid,15,10.5237,0.2197,0.8941,0.008,Grid_500
Group_3,G_500,Centroid,20,10.3243,0.2184,0.8623,0.0085,Grid_500
Group_3,G_500,Centroid,25,10.144,0.247,0.8307,0.0084,Grid_500
Group_3,G_500,Centroid,30,9.9231,0.2415,0.8006,0.0096,Grid_500
Group_3,G_500,Centroid,35,9.8058,0.2795,0.7671,0.01,Grid_500
Group_3,G_500,Centroid,40,9.6463,0.2911,0.7373,0.0101,Grid_500
Group_3,G_500,Centroid,45,9.3659,0.279,0.7026,0.0119,Grid_500
Group_3,G_500,Centroid,50,9.1084,0.3043,0.668,0.0101,Grid_500
Group_3,G_500,Deletion,5,10.9787,0.184,0.9565,0.0039,Grid_500
Group_3,G_500,Deletion,10,10.882,0.2708,0.9349,0.0049,Grid_500
Group_3,G_500,Deletion,15,10.7122,0.2621,0.9171,0.0072,Grid_500
Group_3,G_500,Deletion,20,10.7804,0.3335,0.9021,0.0076,Grid_500
Group_3,G_500,Deletion,25,10.7771,0.361,0.8837,0.0092,Grid_500
Group_3,G_500,Deletion,30,10.6116,0.337,0.8687,0.0108,Grid_500
Group_3,G_500,Deletion,35,10.5501,0.3845,0.851,0.0123,Grid_500
Group_3,G_500,Deletion,40,10.5785,0.4042,0.8342,0.0129,Grid_500
Group_3,G_500,Deletion,45,10.4303,0.4103,0.815,0.0158,Grid_500
Group_3,G_500,Deletion,50,10.2882,0.4991,0.7944,0.0163,Grid_500
Group_3,G_500,Random,5,10.8207,0.1926,0.9569,0.0057,Grid_500
Group_3,G_500,Random,10,10.6484,0.2577,0.928,0.0078,Grid_500
Group_3,G_500,Random,15,10.4557,0.2609,0.9025,0.0092,Grid_500
Group_3,G_500,Random,20,10.2789,0.3291,0.8794,0.0103,Grid_500
Group_3,G_500,Random,25,10.0738,0.3278,0.8546,0.0104,Grid_500
Group_3,G_500,Random,30,9.8644,0.3372,0.8337,0.0125,Grid_500
Group_3,G_500,Random,35,9.6024,0.335,0.8108,0.0124,Grid_500
Group_3,G_500,Random,40,9.4367,0.3327,0.7878,0.013,Grid_500
Group_3,G_500,Random,45,9.171,0.2754,0.7648,0.0127,Grid_500
Group_3,G_500,Random,50,8.9905,0.3192,0.7438,0.0149,Grid_500
Group_3,N_hood,Centroid,5,10.7542,0.2262,0.9312,0.0077,Neighborhood
Group_3,N_hood,Centroid,10,10.5233,0.2658,0.8546,0.0093,Neighborhood
Group_3,N_hood,Centroid,15,10.3066,0.3103,0.7694,0.0116,Neighborhood
Group_3,N_hood,Centroid,20,10.3274,0.2822,0.6796,0.0128,Neighborhood
Group_3,N_hood,Centroid,25,10.3281,0.3766,0.5887,0.0147,Neighborhood
Group_3,N_hood,Centroid,30,10.1174,0.3682,0.5029,0.0155,Neighborhood
Group_3,N_hood,Centroid,35,9.7837,0.4366,0.416,0.0182,Neighborhood
Group_3,N_hood,Centroid,40,9.2379,0.4088,0.3348,0.0159,Neighborhood
Group_3,N_hood,Centroid,45,8.6673,0.4445,0.2639,0.0168,Neighborhood
Group_3,N_hood,Centroid,50,8.2468,0.41,0.2096,0.0133,Neighborhood
Group_3,N_hood,Deletion,5,10.9804,0.1835,0.9565,0.0039,Neighborhood
Group_3,N_hood,Deletion,10,10.8849,0.2707,0.9349,0.0049,Neighborhood
Group_3,N_hood,Deletion,15,10.7147,0.2612,0.9171,0.0072,Neighborhood
Group_3,N_hood,Deletion,20,10.7806,0.3344,0.9021,0.0076,Neighborhood
Group_3,N_hood,Deletion,25,10.7798,0.3601,0.8837,0.0092,Neighborhood
Group_3,N_hood,Deletion,30,10.6141,0.3372,0.8687,0.0108,Neighborhood
Group_3,N_hood,Deletion,35,10.5502,0.3841,0.851,0.0123,Neighborhood
Group_3,N_hood,Deletion,40,10.5796,0.4018,0.8342,0.0129,Neighborhood
Group_3,N_hood,Deletion,45,10.4295,0.4117,0.815,0.0158,Neighborhood
Group_3,N_hood,Deletion,50,10.2918,0.4987,0.7945,0.0163,Neighborhood
Group_3,N_hood,Random,5,10.8507,0.2006,0.9496,0.0056,Neighborhood
Group_3,N_hood,Random,10,10.7316,0.2598,0.9187,0.0077,Neighborhood
Group_3,N_hood,Random,15,10.5157,0.329,0.8901,0.0112,Neighborhood
Group_3,N_hood,Random,20,10.2825,0.3219,0.8655,0.0106,Neighborhood
Group_3,N_hood,Random,25,10.1166,0.3585,0.8358,0.0145,Neighborhood
Group_3,N_hood,Random,30,9.7862,0.3812,0.8097,0.0153,Neighborhood
Group_3,N_hood,Random,35,9.5701,0.3757,0.778,0.0168,Neighborhood
Group_3,N_hood,Random,40,9.3159,0.4026,0.7481,0.0165,Neighborhood
Group_3,N_hood,Random,45,8.9806,0.3888,0.7152,0.0196,Neighborhood
Group_3,N_hood,Random,50,8.6414,0.4543,0.6796,0.0219,Neighborhood
Group_3,Street,Centroid,5,10.902,0.1624,0.9598,0.0062,Street
Group_3,Street,Centroid,10,10.8943,0.2494,0.925,0.0072,Street
Group_3,Street,Centroid,15,10.7542,0.2524,0.8883,0.0124,Street
Group_3,Street,Centroid,20,10.6185,0.3159,0.8495,0.0124,Street
Group_3,Street,Centroid,25,10.588,0.3305,0.8101,0.0125,Street
Group_3,Street,Centroid,30,10.5867,0.3255,0.774,0.0139,Street
Group_3,Street,Centroid,35,10.5426,0.3081,0.7326,0.0157,Street
Group_3,Street,Centroid,40,10.5435,0.3982,0.6892,0.0156,Street
Group_3,Street,Centroid,45,10.4737,0.3623,0.6465,0.0165,Street
Group_3,Street,Centroid,50,10.4198,0.4119,0.6063,0.0166,Street
Group_3,Street,Deletion,5,10.9804,0.1835,0.9565,0.0039,Street
Group_3,Street,Deletion,10,10.8849,0.2707,0.9349,0.0049,Street
Group_3,Street,Deletion,15,10.7147,0.2612,0.9171,0.0072,Street
Group_3,Street,Deletion,20,10.7806,0.3344,0.9021,0.0076,Street
Group_3,Street,Deletion,25,10.7798,0.3601,0.8837,0.0092,Street
Group_3,Street,Deletion,30,10.6141,0.3372,0.8687,0.0108,Street
Group_3,Street,Deletion,35,10.5502,0.3841,0.851,0.0123,Street
Group_3,Street,Deletion,40,10.5796,0.4018,0.8342,0.0129,Street
Group_3,Street,Deletion,45,10.4295,0.4117,0.815,0.0158,Street
Group_3,Street,Deletion,50,10.2918,0.4987,0.7945,0.0163,Street
Group_3,Street,Random,5,10.8587,0.1958,0.9557,0.0058,Street
Group_3,Street,Random,10,10.7572,0.2829,0.9279,0.0076,Street
Group_3,Street,Random,15,10.6036,0.3089,0.903,0.0104,Street
Group_3,Street,Random,20,10.4506,0.3386,0.8815,0.0102,Street
Group_3,Street,Random,25,10.3296,0.385,0.8564,0.011,Street
Group_3,Street,Random,30,10.1744,0.3468,0.8393,0.0116,Street
Group_3,Street,Random,35,9.9883,0.3758,0.8117,0.0136,Street
Group_3,Street,Random,40,9.8117,0.3942,0.7926,0.0144,Street
Group_3,Street,Random,45,9.5882,0.3992,0.7682,0.0155,Street
Group_3,Street,Random,50,9.4479,0.3641,0.7471,0.0159,Street
Group_3,Tract,Centroid,5,10.906,0.1734,0.9541,0.0054,Tract
Group_3,Tract,Centroid,10,10.8579,0.24,0.9177,0.0066,Tract
Group_3,Tract,Centroid,15,10.6341,0.2572,0.8802,0.0091,Tract
Group_3,Tract,Centroid,20,10.405,0.2657,0.8376,0.0096,Tract
