Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,,Scale2
Group_12,Street,Deletion,20,11.1384,0.1965,0.9355,0.0057,,Street
Group_12,Street,Deletion,25,11.1386,0.2286,0.9277,0.0064,,Street
Group_12,Street,Deletion,30,11.1615,0.2257,0.9181,0.007,,Street
Group_12,Street,Deletion,35,11.1463,0.2282,0.9078,0.0078,,Street
Group_12,Street,Deletion,40,11.0998,0.2532,0.8965,0.0097,,Street
Group_12,Street,Deletion,45,11.0862,0.281,0.887,0.01,,Street
Group_12,Street,Deletion,50,11.0826,0.2688,0.876,0.0097,,Street
Group_12,Street,Random,5,10.9706,0.1401,0.9655,0.0037,,Street
Group_12,Street,Random,10,10.8329,0.1602,0.946,0.0051,,Street
Group_12,Street,Random,15,10.694,0.1809,0.9273,0.0056,,Street
Group_12,Street,Random,20,10.5615,0.1944,0.9109,0.0068,,Street
Group_12,Street,Random,25,10.4209,0.198,0.893,0.0075,,Street
Group_12,Street,Random,30,10.3119,0.1982,0.8766,0.0086,,Street
Group_12,Street,Random,35,10.1736,0.2106,0.8561,0.0086,,Street
Group_12,Street,Random,40,10.0058,0.2188,0.8374,0.0102,,Street
Group_12,Street,Random,45,9.8735,0.2222,0.8206,0.0101,,Street
Group_12,Street,Random,50,9.7001,0.2003,0.8013,0.0116,,Street
Group_12,Tract,Centroid,5,11.0358,0.1005,0.9571,0.0039,,Tract
Group_12,Tract,Centroid,10,10.9405,0.1437,0.9169,0.0054,,Tract
Group_12,Tract,Centroid,15,10.7587,0.1381,0.8731,0.0069,,Tract
Group_12,Tract,Centroid,20,10.53,0.1575,0.8203,0.0102,,Tract
Group_12,Tract,Centroid,25,10.2105,0.1835,0.7616,0.0092,,Tract
Group_12,Tract,Centroid,30,9.9017,0.1582,0.7038,0.0094,,Tract
Group_12,Tract,Centroid,35,9.5676,0.1749,0.6459,0.0088,,Tract
Group_12,Tract,Centroid,40,9.1554,0.1793,0.5911,0.0098,,Tract
Group_12,Tract,Centroid,45,8.7443,0.2127,0.5376,0.0095,,Tract
Group_12,Tract,Centroid,50,8.2666,0.2482,0.4863,0.0111,,Tract
Group_12,Tract,Deletion,5,11.1988,0.1674,0.9715,0.0027,,Tract
Group_12,Tract,Deletion,10,11.1822,0.1904,0.9584,0.0049,,Tract
Group_12,Tract,Deletion,15,11.1579,0.1964,0.947,0.0046,,Tract
Group_12,Tract,Deletion,20,11.1372,0.1969,0.9355,0.0057,,Tract
Group_12,Tract,Deletion,25,11.1369,0.2287,0.9277,0.0064,,Tract
Group_12,Tract,Deletion,30,11.1602,0.2262,0.9181,0.007,,Tract
Group_12,Tract,Deletion,35,11.1459,0.2283,0.9078,0.0078,,Tract
Group_12,Tract,Deletion,40,11.0986,0.2532,0.8964,0.0097,,Tract
Group_12,Tract,Deletion,45,11.0845,0.2811,0.8869,0.01,,Tract
Group_12,Tract,Deletion,50,11.0816,0.2687,0.876,0.0097,,Tract
Group_12,Tract,Random,5,10.9623,0.134,0.9631,0.0038,,Tract
Group_12,Tract,Random,10,10.7988,0.1782,0.9386,0.0053,,Tract
Group_12,Tract,Random,15,10.636,0.173,0.9164,0.0059,,Tract
Group_12,Tract,Random,20,10.4721,0.1828,0.8937,0.007,,Tract
Group_12,Tract,Random,25,10.3269,0.1841,0.8706,0.0073,,Tract
Group_12,Tract,Random,30,10.1624,0.1954,0.848,0.0073,,Tract
Group_12,Tract,Random,35,9.9819,0.2029,0.8244,0.0094,,Tract
Group_12,Tract,Random,40,9.8326,0.1975,0.8002,0.0104,,Tract
Group_12,Tract,Random,45,9.6433,0.1959,0.7737,0.0095,,Tract
Group_12,Tract,Random,50,9.5144,0.1839,0.7501,0.0101,,Tract
Group_2,G_100,Centroid,5,10.6157,0.0299,0.9913,0.0013,,Grid_100
Group_2,G_100,Centroid,10,10.6144,0.0458,0.9845,0.0018,,Grid_100
Group_2,G_100,Centroid,15,10.6036,0.0655,0.9789,0.0017,,Grid_100
Group_2,G_100,Centroid,20,10.6171,0.0788,0.9732,0.002,,Grid_100
Group_2,G_100,Centroid,25,10.626,0.0957,0.9673,0.0021,,Grid_100
Group_2,G_100,Centroid,30,10.6362,0.0899,0.9623,0.0023,,Grid_100
Group_2,G_100,Centroid,35,10.6518,0.093,0.9568,0.0024,,Grid_100
Group_2,G_100,Centroid,40,10.6345,0.1239,0.9516,0.0023,,Grid_100
Group_2,G_100,Centroid,45,10.6546,0.1032,0.9465,0.0023,,Grid_100
Group_2,G_100,Centroid,50,10.5935,0.1249,0.9407,0.0022,,Grid_100
Group_2,G_100,Deletion,5,10.4968,0.1534,0.9651,0.0028,,Grid_100
Group_2,G_100,Deletion,10,10.4812,0.1772,0.9498,0.0047,,Grid_100
Group_2,G_100,Deletion,15,10.4748,0.1896,0.9387,0.0049,,Grid_100
Group_2,G_100,Deletion,20,10.4343,0.2185,0.9287,0.0054,,Grid_100
Group_2,G_100,Deletion,25,10.4121,0.2693,0.9165,0.0067,,Grid_100
Group_2,G_100,Deletion,30,10.3761,0.2623,0.9082,0.0067,,Grid_100
Group_2,G_100,Deletion,35,10.2643,0.3274,0.896,0.0093,,Grid_100
Group_2,G_100,Deletion,40,10.3013,0.3226,0.8854,0.009,,Grid_100
Group_2,G_100,Deletion,45,10.2776,0.3341,0.8723,0.0123,,Grid_100
Group_2,G_100,Deletion,50,10.1713,0.321,0.8598,0.0114,,Grid_100
Group_2,G_100,Random,5,10.6038,0.0388,0.9885,0.0016,,Grid_100
Group_2,G_100,Random,10,10.5847,0.0718,0.9808,0.0019,,Grid_100
Group_2,G_100,Random,15,10.5713,0.0999,0.9753,0.0022,,Grid_100
Group_2,G_100,Random,20,10.5591,0.1118,0.9694,0.0025,,Grid_100
Group_2,G_100,Random,25,10.5594,0.1217,0.9633,0.0024,,Grid_100
Group_2,G_100,Random,30,10.5542,0.1236,0.9588,0.0029,,Grid_100
Group_2,G_100,Random,35,10.5303,0.1365,0.9539,0.0029,,Grid_100
Group_2,G_100,Random,40,10.501,0.1308,0.9478,0.003,,Grid_100
Group_2,G_100,Random,45,10.5141,0.1435,0.943,0.0028,,Grid_100
Group_2,G_100,Random,50,10.4736,0.1595,0.9379,0.0031,,Grid_100
Group_2,G_300,Centroid,5,10.5166,0.1098,0.9757,0.0024,,Grid_300
Group_2,G_300,Centroid,10,10.4137,0.1277,0.96,0.003,,Grid_300
Group_2,G_300,Centroid,15,10.3341,0.133,0.9469,0.0035,,Grid_300
Group_2,G_300,Centroid,20,10.2324,0.1332,0.9341,0.0041,,Grid_300
Group_2,G_300,Centroid,25,10.1183,0.1252,0.9219,0.0041,,Grid_300
Group_2,G_300,Centroid,30,10.0315,0.1513,0.9096,0.0049,,Grid_300
Group_2,G_300,Centroid,35,9.9204,0.1233,0.8962,0.0046,,Grid_300
Group_2,G_300,Centroid,40,9.8736,0.1331,0.8844,0.0047,,Grid_300
Group_2,G_300,Centroid,45,9.7914,0.1304,0.8722,0.0045,,Grid_300
Group_2,G_300,Centroid,50,9.7312,0.1397,0.86,0.0046,,Grid_300
Group_2,G_300,Deletion,5,10.4968,0.1534,0.9651,0.0028,,Grid_300
Group_2,G_300,Deletion,10,10.4812,0.1772,0.9498,0.0047,,Grid_300
Group_2,G_300,Deletion,15,10.4748,0.1896,0.9387,0.0049,,Grid_300
Group_2,G_300,Deletion,20,10.4343,0.2185,0.9287,0.0054,,Grid_300
Group_2,G_300,Deletion,25,10.4121,0.2693,0.9165,0.0067,,Grid_300
Group_2,G_300,Deletion,30,10.3761,0.2623,0.9082,0.0067,,Grid_300
Group_2,G_300,Deletion,35,10.2643,0.3274,0.896,0.0093,,Grid_300
Group_2,G_300,Deletion,40,10.3013,0.3226,0.8854,0.009,,Grid_300
Group_2,G_300,Deletion,45,10.2776,0.3341,0.8723,0.0123,,Grid_300
Group_2,G_300,Deletion,50,10.1713,0.321,0.8598,0.0114,,Grid_300
Group_2,G_300,Random,5,10.4603,0.1288,0.971,0.0027,,Grid_300
Group_2,G_300,Random,10,10.3751,0.1526,0.9543,0.0032,,Grid_300
Group_2,G_300,Random,15,10.2438,0.1728,0.9399,0.0043,,Grid_300
Group_2,G_300,Random,20,10.1297,0.1879,0.9275,0.0049,,Grid_300
Group_2,G_300,Random,25,9.9855,0.1502,0.9157,0.005,,Grid_300
Group_2,G_300,Random,30,9.8651,0.1726,0.9034,0.0061,,Grid_300
Group_2,G_300,Random,35,9.7075,0.1817,0.8902,0.006,,Grid_300
Group_2,G_300,Random,40,9.6223,0.1818,0.8795,0.006,,Grid_300
Group_2,G_300,Random,45,9.497,0.1712,0.8666,0.0066,,Grid_300
Group_2,G_300,Random,50,9.4011,0.1617,0.8547,0.0066,,Grid_300
Group_2,G_500,Centroid,5,10.3412,0.153,0.9604,0.0031,,Grid_500
Group_2,G_500,Centroid,10,10.0542,0.1499,0.9263,0.0047,,Grid_500
Group_2,G_500,Centroid,15,9.8288,0.1702,0.8947,0.0057,,Grid_500
Group_2,G_500,Centroid,20,9.6578,0.1837,0.8616,0.0056,,Grid_500
Group_2,G_500,Centroid,25,9.4799,0.1582,0.8307,0.0056,,Grid_500
Group_2,G_500,Centroid,30,9.337,0.1508,0.799,0.0077,,Grid_500
Group_2,G_500,Centroid,35,9.2231,0.1622,0.7661,0.0069,,Grid_500
Group_2,G_500,Centroid,40,9.063,0.1746,0.7328,0.0069,,Grid_500
Group_2,G_500,Centroid,45,8.9076,0.1976,0.6995,0.0073,,Grid_500
Group_2,G_500,Centroid,50,8.7157,0.226,0.6661,0.0085,,Grid_500
Group_2,G_500,Deletion,5,10.4968,0.1534,0.9651,0.0028,,Grid_500
Group_2,G_500,Deletion,10,10.4812,0.1772,0.9498,0.0047,,Grid_500
Group_2,G_500,Deletion,15,10.4748,0.1896,0.9387,0.0049,,Grid_500
Group_2,G_500,Deletion,20,10.4343,0.2185,0.9287,0.0054,,Grid_500
Group_2,G_500,Deletion,25,10.4121,0.2693,0.9165,0.0067,,Grid_500
Group_2,G_500,Deletion,30,10.3761,0.2623,0.9082,0.0067,,Grid_500
Group_2,G_500,Deletion,35,10.2643,0.3274,0.896,0.0093,,Grid_500
Group_2,G_500,Deletion,40,10.3013,0.3226,0.8854,0.009,,Grid_500
Group_2,G_500,Deletion,45,10.2776,0.3341,0.8723,0.0123,,Grid_500
Group_2,G_500,Deletion,50,10.1713,0.321,0.8598,0.0114,,Grid_500
Group_2,G_500,Random,5,10.38,0.1542,0.9627,0.0035,,Grid_500
Group_2,G_500,Random,10,10.1858,0.1778,0.9406,0.0051,,Grid_500
Group_2,G_500,Random,15,10.0119,0.1873,0.9205,0.006,,Grid_500
Group_2,G_500,Random,20,9.8134,0.2265,0.9005,0.007,,Grid_500
Group_2,G_500,Random,25,9.5754,0.2519,0.8794,0.0075,,Grid_500
Group_2,G_500,Random,30,9.3439,0.2321,0.8596,0.008,,Grid_500
Group_2,G_500,Random,35,9.1616,0.2397,0.8404,0.0085,,Grid_500
Group_2,G_500,Random,40,8.956,0.2461,0.8221,0.009,,Grid_500
Group_2,G_500,Random,45,8.8107,0.2274,0.8032,0.0092,,Grid_500
Group_2,G_500,Random,50,8.5758,0.2197,0.7822,0.0098,,Grid_500
Group_2,N_hood,Centroid,5,10.6278,0.1705,0.928,0.0063,,Neighborhood
Group_2,N_hood,Centroid,10,10.0964,0.224,0.8311,0.0066,,Neighborhood
Group_2,N_hood,Centroid,15,9.6072,0.2675,0.7318,0.0076,,Neighborhood
Group_2,N_hood,Centroid,20,9.2749,0.2951,0.6336,0.0088,,Neighborhood
Group_2,N_hood,Centroid,25,9.0481,0.2798,0.5371,0.0099,,Neighborhood
Group_2,N_hood,Centroid,30,8.6055,0.2249,0.4474,0.0103,,Neighborhood
Group_2,N_hood,Centroid,35,8.0644,0.2451,0.3706,0.0103,,Neighborhood
Group_2,N_hood,Centroid,40,7.7442,0.2123,0.3027,0.0087,,Neighborhood
Group_2,N_hood,Centroid,45,7.5467,0.1949,0.2442,0.0096,,Neighborhood
Group_2,N_hood,Centroid,50,6.8855,0.4029,0.1927,0.0101,,Neighborhood
Group_2,N_hood,Deletion,5,10.4977,0.1535,0.9651,0.0028,,Neighborhood
Group_2,N_hood,Deletion,10,10.4819,0.1774,0.9498,0.0047,,Neighborhood
Group_2,N_hood,Deletion,15,10.4755,0.1901,0.9387,0.0049,,Neighborhood
Group_2,N_hood,Deletion,20,10.4353,0.2183,0.9287,0.0054,,Neighborhood
Group_2,N_hood,Deletion,25,10.4131,0.2692,0.9165,0.0067,,Neighborhood
Group_2,N_hood,Deletion,30,10.3767,0.2618,0.9082,0.0067,,Neighborhood
Group_2,N_hood,Deletion,35,10.265,0.3268,0.896,0.0093,,Neighborhood
Group_2,N_hood,Deletion,40,10.3019,0.3228,0.8854,0.009,,Neighborhood
Group_2,N_hood,Deletion,45,10.2782,0.334,0.8723,0.0123,,Neighborhood
Group_2,N_hood,Deletion,50,10.1724,0.3212,0.8598,0.0114,,Neighborhood
Group_2,N_hood,Random,5,10.4305,0.167,0.9571,0.0036,,Neighborhood
Group_2,N_hood,Random,10,10.2919,0.1906,0.9348,0.0055,,Neighborhood
Group_2,N_hood,Random,15,10.1513,0.2109,0.9143,0.0067,,Neighborhood
Group_2,N_hood,Random,20,9.989,0.26,0.8927,0.0082,,Neighborhood
Group_2,N_hood,Random,25,9.7029,0.3086,0.8699,0.0108,,Neighborhood
Group_2,N_hood,Random,30,9.4869,0.2523,0.8442,0.0103,,Neighborhood
Group_2,N_hood,Random,35,9.1609,0.2764,0.8175,0.0114,,Neighborhood
Group_2,N_hood,Random,40,8.8946,0.3079,0.7891,0.0113,,Neighborhood
Group_2,N_hood,Random,45,8.5592,0.3488,0.7563,0.0147,,Neighborhood
Group_2,N_hood,Random,50,8.2704,0.2907,0.7252,0.0144,,Neighborhood
Group_2,Street,Centroid,5,10.4443,0.1472,0.9557,0.004,,Street
Group_2,Street,Centroid,10,10.2968,0.2018,0.9193,0.0071,,Street
Group_2,Street,Centroid,15,10.1275,0.2289,0.8813,0.0073,,Street
Group_2,Street,Centroid,20,10.0428,0.2687,0.8438,0.0085,,Street
Group_2,Street,Centroid,25,9.8661,0.2591,0.8052,0.0087,,Street
Group_2,Street,Centroid,30,9.7473,0.3212,0.7643,0.0098,,Street
Group_2,Street,Centroid,35,9.604,0.2835,0.7232,0.01,,Street
Group_2,Street,Centroid,40,9.3819,0.2576,0.6834,0.0103,,Street
Group_2,Street,Centroid,45,9.2607,0.2555,0.6407,0.0111,,Street
Group_2,Street,Centroid,50,9.1533,0.2285,0.605,0.0105,,Street
Group_2,Street,Deletion,5,10.4977,0.1535,0.9651,0.0028,,Street
Group_2,Street,Deletion,10,10.4819,0.1774,0.9498,0.0047,,Street
Group_2,Street,Deletion,15,10.4755,0.1901,0.9387,0.0049,,Street
Group_2,Street,Deletion,20,10.4353,0.2183,0.9287,0.0054,,Street
Group_2,Street,Deletion,25,10.4131,0.2692,0.9165,0.0067,,Street
Group_2,Street,Deletion,30,10.3767,0.2618,0.9082,0.0067,,Street
Group_2,Street,Deletion,35,10.265,0.3268,0.896,0.0093,,Street
Group_2,Street,Deletion,40,10.3019,0.3228,0.8854,0.009,,Street
Group_2,Street,Deletion,45,10.2782,0.334,0.8723,0.0123,,Street
Group_2,Street,Deletion,50,10.1724,0.3212,0.8598,0.0114,,Street
Group_2,Street,Random,5,10.4191,0.1456,0.9608,0.0036,,Street
Group_2,Street,Random,10,10.2619,0.1741,0.9411,0.0049,,Street
Group_2,Street,Random,15,10.1267,0.1919,0.9233,0.0052,,Street
Group_2,Street,Random,20,9.9482,0.2363,0.9059,0.0074,,Street
Group_2,Street,Random,25,9.7413,0.2657,0.8854,0.0089,,Street
Group_2,Street,Random,30,9.6007,0.24,0.8687,0.0091,,Street
Group_2,Street,Random,35,9.4072,0.2756,0.8489,0.0091,,Street
Group_2,Street,Random,40,9.1936,0.2463,0.8306,0.0097,,Street
Group_2,Street,Random,45,9.0085,0.277,0.81,0.011,,Street
Group_2,Street,Random,50,8.7573,0.2573,0.7905,0.0113,,Street
Group_2,Tract,Centroid,5,10.4335,0.1602,0.9557,0.0036,,Tract
Group_2,Tract,Centroid,10,10.2242,0.1907,0.9159,0.0054,,Tract
Group_2,Tract,Centroid,15,9.9519,0.209,0.8698,0.0066,,Tract
Group_2,Tract,Centroid,20,9.6238,0.2618,0.8184,0.0082,,Tract
Group_2,Tract,Centroid,25,9.349,0.2609,0.7676,0.0087,,Tract
Group_2,Tract,Centroid,30,8.9976,0.2941,0.7109,0.0094,,Tract
Group_2,Tract,Centroid,35,8.7108,0.2778,0.6577,0.0092,,Tract
Group_2,Tract,Centroid,40,8.312,0.2737,0.6021,0.0098,,Tract
Group_2,Tract,Centroid,45,7.9051,0.2599,0.5505,0.0093,,Tract
Group_2,Tract,Centroid,50,7.4744,0.2449,0.5012,0.0087,,Tract
Group_2,Tract,Deletion,5,10.4985,0.1532,0.965,0.0028,,Tract
Group_2,Tract,Deletion,10,10.482,0.1741,0.9498,0.0048,,Tract
Group_2,Tract,Deletion,15,10.4764,0.1907,0.9387,0.005,,Tract
Group_2,Tract,Deletion,20,10.4372,0.22,0.9286,0.0054,,Tract
Group_2,Tract,Deletion,25,10.4151,0.2688,0.9164,0.0066,,Tract
Group_2,Tract,Deletion,30,10.3741,0.2612,0.9081,0.0067,,Tract
Group_2,Tract,Deletion,35,10.2649,0.3273,0.8959,0.0093,,Tract
Group_2,Tract,Deletion,40,10.3059,0.3231,0.8852,0.009,,Tract
Group_2,Tract,Deletion,45,10.2778,0.336,0.8723,0.0123,,Tract
Group_2,Tract,Deletion,50,10.1712,0.3202,0.8597,0.0114,,Tract
Group_2,Tract,Random,5,10.4096,0.1722,0.9597,0.0035,,Tract
Group_2,Tract,Random,10,10.216,0.1829,0.9381,0.0052,,Tract
Group_2,Tract,Random,15,10.0994,0.1982,0.9176,0.006,,Tract
Group_2,Tract,Random,20,9.9582,0.2696,0.898,0.0067,,Tract
Group_2,Tract,Random,25,9.7755,0.2781,0.8767,0.008,,Tract
Group_2,Tract,Random,30,9.6001,0.2496,0.8542,0.0092,,Tract
Group_2,Tract,Random,35,9.4094,0.2474,0.8341,0.0086,,Tract
Group_2,Tract,Random,40,9.2763,0.2334,0.8134,0.0091,,Tract
Group_2,Tract,Random,45,9.0307,0.2897,0.7892,0.0106,,Tract
Group_2,Tract,Random,50,8.8268,0.2788,0.7655,0.011,,Tract
Group_3,G_100,Centroid,5,9.3451,0.0331,0.989,0.0014,,Grid_100
Group_3,G_100,Centroid,10,9.3616,0.0458,0.9823,0.0015,,Grid_100
Group_3,G_100,Centroid,15,9.3419,0.0509,0.9759,0.0016,,Grid_100
Group_3,G_100,Centroid,20,9.3376,0.0632,0.9701,0.0019,,Grid_100
Group_3,G_100,Centroid,25,9.3178,0.0575,0.9643,0.0021,,Grid_100
Group_3,G_100,Centroid,30,9.3086,0.0554,0.9585,0.0021,,Grid_100
Group_3,G_100,Centroid,35,9.2837,0.0514,0.9532,0.002,,Grid_100
Group_3,G_100,Centroid,40,9.268,0.0481,0.9472,0.0023,,Grid_100
Group_3,G_100,Centroid,45,9.2613,0.0474,0.9413,0.0023,,Grid_100
Group_3,G_100,Centroid,50,9.2538,0.0461,0.9357,0.0023,,Grid_100
Group_3,G_100,Deletion,5,9.3707,0.1144,0.9644,0.0032,,Grid_100
Group_3,G_100,Deletion,10,9.3773,0.1648,0.9484,0.0045,,Grid_100
Group_3,G_100,Deletion,15,9.3572,0.2078,0.9351,0.0055,,Grid_100
Group_3,G_100,Deletion,20,9.4065,0.2172,0.9241,0.0061,,Grid_100
Group_3,G_100,Deletion,25,9.3769,0.2367,0.913,0.0064,,Grid_100
Group_3,G_100,Deletion,30,9.3464,0.2457,0.9017,0.0077,,Grid_100
Group_3,G_100,Deletion,35,9.3317,0.2592,0.8917,0.0087,,Grid_100
Group_3,G_100,Deletion,40,9.2906,0.2789,0.8795,0.0091,,Grid_100
Group_3,G_100,Deletion,45,9.2149,0.314,0.8656,0.0113,,Grid_100
Group_3,G_100,Deletion,50,9.1991,0.2622,0.8526,0.0111,,Grid_100
Group_3,G_100,Random,5,9.3565,0.0446,0.9871,0.0015,,Grid_100
Group_3,G_100,Random,10,9.3462,0.048,0.9795,0.0018,,Grid_100
Group_3,G_100,Random,15,9.3326,0.0578,0.9732,0.0024,,Grid_100
Group_3,G_100,Random,20,9.3044,0.0673,0.9672,0.0024,,Grid_100
Group_3,G_100,Random,25,9.284,0.0663,0.9607,0.0025,,Grid_100
Group_3,G_100,Random,30,9.2902,0.0606,0.955,0.0026,,Grid_100
Group_3,G_100,Random,35,9.2422,0.076,0.9492,0.003,,Grid_100
Group_3,G_100,Random,40,9.2253,0.0724,0.9437,0.0028,,Grid_100
Group_3,G_100,Random,45,9.2135,0.0806,0.9376,0.0033,,Grid_100
Group_3,G_100,Random,50,9.1843,0.0864,0.9321,0.0033,,Grid_100
Group_3,G_300,Centroid,5,9.281,0.0768,0.9737,0.0023,,Grid_300
Group_3,G_300,Centroid,10,9.2033,0.1008,0.9576,0.0031,,Grid_300
Group_3,G_300,Centroid,15,9.1291,0.1188,0.9432,0.0039,,Grid_300
Group_3,G_300,Centroid,20,9.0798,0.1259,0.9282,0.0037,,Grid_300
Group_3,G_300,Centroid,25,9.0754,0.16,0.9144,0.0044,,Grid_300
Group_3,G_300,Centroid,30,8.9958,0.1375,0.8995,0.0046,,Grid_300
Group_3,G_300,Centroid,35,8.9245,0.1667,0.8855,0.0052,,Grid_300
Group_3,G_300,Centroid,40,8.8775,0.1535,0.8721,0.005,,Grid_300
Group_3,G_300,Centroid,45,8.8272,0.1581,0.8572,0.005,,Grid_300
Group_3,G_300,Centroid,50,8.8282,0.1638,0.8419,0.0052,,Grid_300
Group_3,G_300,Deletion,5,9.3707,0.1144,0.9644,0.0032,,Grid_300
Group_3,G_300,Deletion,10,9.3773,0.1648,0.9484,0.0045,,Grid_300
Group_3,G_300,Deletion,15,9.3572,0.2078,0.9351,0.0055,,Grid_300
Group_3,G_300,Deletion,20,9.4065,0.2172,0.9241,0.0061,,Grid_300
Group_3,G_300,Deletion,25,9.3769,0.2367,0.913,0.0064,,Grid_300
Group_3,G_300,Deletion,30,9.3464,0.2457,0.9017,0.0077,,Grid_300
Group_3,G_300,Deletion,35,9.3317,0.2592,0.8917,0.0087,,Grid_300
Group_3,G_300,Deletion,40,9.2906,0.2789,0.8795,0.0091,,Grid_300
Group_3,G_300,Deletion,45,9.2149,0.314,0.8656,0.0113,,Grid_300
Group_3,G_300,Deletion,50,9.1991,0.2622,0.8526,0.0111,,Grid_300
Group_3,G_300,Random,5,9.2695,0.1049,0.9702,0.0029,,Grid_300
Group_3,G_300,Random,10,9.1926,0.1203,0.9528,0.0035,,Grid_300
Group_3,G_300,Random,15,9.0848,0.1299,0.9381,0.0043,,Grid_300
Group_3,G_300,Random,20,9.0376,0.1464,0.9239,0.0045,,Grid_300
Group_3,G_300,Random,25,8.9776,0.1612,0.9093,0.0057,,Grid_300
Group_3,G_300,Random,30,8.9026,0.1705,0.8956,0.0055,,Grid_300
Group_3,G_300,Random,35,8.8791,0.1933,0.8826,0.0066,,Grid_300
Group_3,G_300,Random,40,8.7583,0.1584,0.8696,0.0066,,Grid_300
Group_3,G_300,Random,45,8.6769,0.1613,0.8546,0.0067,,Grid_300
Group_3,G_300,Random,50,8.6266,0.1999,0.84,0.0078,,Grid_300
Group_3,G_500,Centroid,5,9.3124,0.1014,0.9563,0.0033,,Grid_500
Group_3,G_500,Centroid,10,9.2129,0.115,0.9207,0.0046,,Grid_500
Group_3,G_500,Centroid,15,9.0788,0.1447,0.8876,0.0061,,Grid_500
Group_3,G_500,Centroid,20,8.9562,0.1558,0.852,0.0059,,Grid_500
Group_3,G_500,Centroid,25,8.7848,0.1328,0.8173,0.0076,,Grid_500
Group_3,G_500,Centroid,30,8.6559,0.1357,0.7832,0.0078,,Grid_500
Group_3,G_500,Centroid,35,8.5489,0.1663,0.7509,0.0074,,Grid_500
Group_3,G_500,Centroid,40,8.4318,0.1607,0.7181,0.0078,,Grid_500
Group_3,G_500,Centroid,45,8.2827,0.17,0.6858,0.0068,,Grid_500
Group_3,G_500,Centroid,50,8.1213,0.1795,0.6544,0.0071,,Grid_500
Group_3,G_500,Deletion,5,9.3707,0.1144,0.9644,0.0032,,Grid_500
Group_3,G_500,Deletion,10,9.3773,0.1648,0.9484,0.0045,,Grid_500
Group_3,G_500,Deletion,15,9.3572,0.2078,0.9351,0.0055,,Grid_500
Group_3,G_500,Deletion,20,9.4065,0.2172,0.9241,0.0061,,Grid_500
Group_3,G_500,Deletion,25,9.3769,0.2367,0.913,0.0064,,Grid_500
Group_3,G_500,Deletion,30,9.3464,0.2457,0.9017,0.0077,,Grid_500
Group_3,G_500,Deletion,35,9.3317,0.2592,0.8917,0.0087,,Grid_500
Group_3,G_500,Deletion,40,9.2906,0.2789,0.8795,0.0091,,Grid_500
Group_3,G_500,Deletion,45,9.2149,0.314,0.8656,0.0113,,Grid_500
Group_3,G_500,Deletion,50,9.1991,0.2622,0.8526,0.0111,,Grid_500
Group_3,G_500,Random,5,9.2732,0.1225,0.9617,0.0033,,Grid_500
Group_3,G_500,Random,10,9.164,0.1299,0.9392,0.0045,,Grid_500
Group_3,G_500,Random,15,9.0157,0.1606,0.9191,0.0061,,Grid_500
Group_3,G_500,Random,20,8.9261,0.1873,0.898,0.0081,,Grid_500
Group_3,G_500,Random,25,8.7478,0.1752,0.8777,0.0088,,Grid_500
Group_3,G_500,Random,30,8.6011,0.1907,0.8574,0.0093,,Grid_500
Group_3,G_500,Random,35,8.447,0.1947,0.8348,0.0089,,Grid_500
Group_3,G_500,Random,40,8.2978,0.1933,0.8153,0.0103,,Grid_500
Group_3,G_500,Random,45,8.1332,0.1977,0.7921,0.0128,,Grid_500
Group_3,G_500,Random,50,7.9784,0.1903,0.7717,0.0124,,Grid_500
Group_3,N_hood,Centroid,5,9.4262,0.1324,0.9274,0.0065,,Neighborhood
Group_3,N_hood,Centroid,10,9.1822,0.1548,0.8316,0.0083,,Neighborhood
Group_3,N_hood,Centroid,15,8.9125,0.1822,0.7343,0.0091,,Neighborhood
Group_3,N_hood,Centroid,20,8.683,0.2229,0.6356,0.0087,,Neighborhood
Group_3,N_hood,Centroid,25,8.2292,0.3056,0.5445,0.009,,Neighborhood
Group_3,N_hood,Centroid,30,7.7819,0.2578,0.4589,0.0089,,Neighborhood
Group_3,N_hood,Centroid,35,7.3102,0.2345,0.3769,0.0099,,Neighborhood
Group_3,N_hood,Centroid,40,6.8439,0.2588,0.3035,0.0112,,Neighborhood
Group_3,N_hood,Centroid,45,6.3079,0.2637,0.2436,0.0094,,Neighborhood
Group_3,N_hood,Centroid,50,5.5923,0.3481,0.1966,0.0095,,Neighborhood
Group_3,N_hood,Deletion,5,9.3716,0.1145,0.9644,0.0032,,Neighborhood
Group_3,N_hood,Deletion,10,9.3786,0.1645,0.9484,0.0045,,Neighborhood
Group_3,N_hood,Deletion,15,9.3586,0.2083,0.9352,0.0054,,Neighborhood
Group_3,N_hood,Deletion,20,9.407,0.2166,0.9241,0.0061,,Neighborhood
Group_3,N_hood,Deletion,25,9.3783,0.2371,0.913,0.0064,,Neighborhood
Group_3,N_hood,Deletion,30,9.3452,0.2464,0.9017,0.0077,,Neighborhood
Group_3,N_hood,Deletion,35,9.3327,0.2593,0.8917,0.0088,,Neighborhood
Group_3,N_hood,Deletion,40,9.292,0.2794,0.8795,0.0091,,Neighborhood
Group_3,N_hood,Deletion,45,9.2162,0.314,0.8656,0.0113,,Neighborhood
Group_3,N_hood,Deletion,50,9.2002,0.2629,0.8526,0.011,,Neighborhood
