Group,Scale,Type,Error_Percentage,PAI_mean,PAI_std,F1_Score_mean,F1_Score_std,,Scale2
Group_1,G_100,Centroid,5,10.3088,0.0225,0.9942,0.001,,Grid_100
Group_1,G_100,Centroid,10,10.3008,0.0306,0.9893,0.0012,,Grid_100
Group_1,G_100,Centroid,15,10.2997,0.0373,0.9843,0.0014,,Grid_100
Group_1,G_100,Centroid,20,10.2931,0.0415,0.9796,0.0015,,Grid_100
Group_1,G_100,Centroid,25,10.2844,0.0439,0.9749,0.0014,,Grid_100
Group_1,G_100,Centroid,30,10.2707,0.0541,0.9708,0.002,,Grid_100
Group_1,G_100,Centroid,35,10.2707,0.0578,0.9666,0.0018,,Grid_100
Group_1,G_100,Centroid,40,10.2648,0.0665,0.9624,0.0016,,Grid_100
Group_1,G_100,Centroid,45,10.2329,0.0738,0.9574,0.0019,,Grid_100
Group_1,G_100,Centroid,50,10.2124,0.0869,0.9532,0.0018,,Grid_100
Group_1,G_100,Deletion,5,10.2703,0.1195,0.9738,0.0031,,Grid_100
Group_1,G_100,Deletion,10,10.3193,0.1295,0.9612,0.004,,Grid_100
Group_1,G_100,Deletion,15,10.3732,0.1646,0.9503,0.005,,Grid_100
Group_1,G_100,Deletion,20,10.3495,0.2146,0.9404,0.0057,,Grid_100
Group_1,G_100,Deletion,25,10.3535,0.1929,0.9299,0.0066,,Grid_100
Group_1,G_100,Deletion,30,10.3495,0.2349,0.9208,0.0084,,Grid_100
Group_1,G_100,Deletion,35,10.2857,0.2088,0.9106,0.0089,,Grid_100
Group_1,G_100,Deletion,40,10.2462,0.2239,0.901,0.009,,Grid_100
Group_1,G_100,Deletion,45,10.2941,0.2483,0.8892,0.0094,,Grid_100
Group_1,G_100,Deletion,50,10.2556,0.2842,0.8791,0.0118,,Grid_100
Group_1,G_100,Random,5,10.3037,0.0325,0.992,0.0013,,Grid_100
Group_1,G_100,Random,10,10.2864,0.0417,0.9867,0.0016,,Grid_100
Group_1,G_100,Random,15,10.2718,0.0534,0.9817,0.0018,,Grid_100
Group_1,G_100,Random,20,10.2644,0.0593,0.9768,0.0018,,Grid_100
Group_1,G_100,Random,25,10.2355,0.0749,0.972,0.0022,,Grid_100
Group_1,G_100,Random,30,10.2282,0.0728,0.9671,0.0024,,Grid_100
Group_1,G_100,Random,35,10.1954,0.0938,0.9629,0.0025,,Grid_100
Group_1,G_100,Random,40,10.1665,0.0871,0.9579,0.0027,,Grid_100
Group_1,G_100,Random,45,10.1525,0.1063,0.9533,0.0026,,Grid_100
Group_1,G_100,Random,50,10.119,0.0982,0.9487,0.0027,,Grid_100
Group_1,G_300,Centroid,5,10.2307,0.0737,0.9828,0.002,,Grid_300
Group_1,G_300,Centroid,10,10.1921,0.0888,0.9703,0.0025,,Grid_300
Group_1,G_300,Centroid,15,10.1308,0.1001,0.9588,0.0034,,Grid_300
Group_1,G_300,Centroid,20,10.1248,0.1093,0.9458,0.0038,,Grid_300
Group_1,G_300,Centroid,25,10.0672,0.1176,0.9348,0.0041,,Grid_300
Group_1,G_300,Centroid,30,10.063,0.1288,0.9225,0.0051,,Grid_300
Group_1,G_300,Centroid,35,10.0272,0.1025,0.9118,0.0045,,Grid_300
Group_1,G_300,Centroid,40,9.9878,0.1305,0.8998,0.0046,,Grid_300
Group_1,G_300,Centroid,45,9.9637,0.1233,0.8877,0.0048,,Grid_300
Group_1,G_300,Centroid,50,9.9224,0.1386,0.8762,0.0052,,Grid_300
Group_1,G_300,Deletion,5,10.2703,0.1195,0.9738,0.0031,,Grid_300
Group_1,G_300,Deletion,10,10.3193,0.1295,0.9612,0.004,,Grid_300
Group_1,G_300,Deletion,15,10.3732,0.1646,0.9503,0.005,,Grid_300
Group_1,G_300,Deletion,20,10.3495,0.2146,0.9404,0.0057,,Grid_300
Group_1,G_300,Deletion,25,10.3535,0.1929,0.9299,0.0066,,Grid_300
Group_1,G_300,Deletion,30,10.3495,0.2349,0.9208,0.0084,,Grid_300
Group_1,G_300,Deletion,35,10.2857,0.2088,0.9106,0.0089,,Grid_300
Group_1,G_300,Deletion,40,10.2462,0.2239,0.901,0.009,,Grid_300
Group_1,G_300,Deletion,45,10.2941,0.2483,0.8892,0.0094,,Grid_300
Group_1,G_300,Deletion,50,10.2556,0.2842,0.8791,0.0118,,Grid_300
Group_1,G_300,Random,5,10.2072,0.0796,0.9787,0.0024,,Grid_300
Group_1,G_300,Random,10,10.1047,0.1037,0.9652,0.0031,,Grid_300
Group_1,G_300,Random,15,10.0526,0.1162,0.9535,0.0037,,Grid_300
Group_1,G_300,Random,20,9.9657,0.1366,0.9406,0.0049,,Grid_300
Group_1,G_300,Random,25,9.8561,0.1278,0.9291,0.0047,,Grid_300
Group_1,G_300,Random,30,9.7756,0.1463,0.9162,0.0057,,Grid_300
Group_1,G_300,Random,35,9.6798,0.1402,0.9053,0.0061,,Grid_300
Group_1,G_300,Random,40,9.561,0.1416,0.8944,0.0064,,Grid_300
Group_1,G_300,Random,45,9.4669,0.1631,0.8823,0.0057,,Grid_300
Group_1,G_300,Random,50,9.3681,0.1411,0.8709,0.0071,,Grid_300
Group_1,G_500,Centroid,5,10.0576,0.1086,0.9657,0.0036,,Grid_500
Group_1,G_500,Centroid,10,9.8711,0.1183,0.9325,0.0041,,Grid_500
Group_1,G_500,Centroid,15,9.7045,0.1502,0.9024,0.0052,,Grid_500
Group_1,G_500,Centroid,20,9.529,0.1427,0.8704,0.0059,,Grid_500
Group_1,G_500,Centroid,25,9.3663,0.1516,0.8399,0.0061,,Grid_500
Group_1,G_500,Centroid,30,9.2292,0.1519,0.8068,0.0069,,Grid_500
Group_1,G_500,Centroid,35,9.0895,0.174,0.7749,0.0078,,Grid_500
Group_1,G_500,Centroid,40,8.9537,0.1812,0.7443,0.0084,,Grid_500
Group_1,G_500,Centroid,45,8.8148,0.1732,0.7104,0.0077,,Grid_500
Group_1,G_500,Centroid,50,8.7175,0.1823,0.6797,0.0063,,Grid_500
Group_1,G_500,Deletion,5,10.2703,0.1195,0.9738,0.0031,,Grid_500
Group_1,G_500,Deletion,10,10.3193,0.1295,0.9612,0.004,,Grid_500
Group_1,G_500,Deletion,15,10.3732,0.1646,0.9503,0.005,,Grid_500
Group_1,G_500,Deletion,20,10.3495,0.2146,0.9404,0.0057,,Grid_500
Group_1,G_500,Deletion,25,10.3535,0.1929,0.9299,0.0066,,Grid_500
Group_1,G_500,Deletion,30,10.3495,0.2349,0.9208,0.0084,,Grid_500
Group_1,G_500,Deletion,35,10.2857,0.2088,0.9106,0.0089,,Grid_500
Group_1,G_500,Deletion,40,10.2462,0.2239,0.901,0.009,,Grid_500
Group_1,G_500,Deletion,45,10.2941,0.2483,0.8892,0.0094,,Grid_500
Group_1,G_500,Deletion,50,10.2556,0.2842,0.8791,0.0118,,Grid_500
Group_1,G_500,Random,5,10.1208,0.115,0.9711,0.0033,,Grid_500
Group_1,G_500,Random,10,9.9507,0.133,0.9506,0.0043,,Grid_500
Group_1,G_500,Random,15,9.7888,0.1577,0.9319,0.006,,Grid_500
Group_1,G_500,Random,20,9.6137,0.1756,0.9122,0.0078,,Grid_500
Group_1,G_500,Random,25,9.4301,0.1693,0.8951,0.0076,,Grid_500
Group_1,G_500,Random,30,9.2601,0.1657,0.8771,0.0082,,Grid_500
Group_1,G_500,Random,35,9.0994,0.1791,0.8586,0.0094,,Grid_500
Group_1,G_500,Random,40,8.9376,0.1605,0.8435,0.0087,,Grid_500
Group_1,G_500,Random,45,8.785,0.1502,0.8255,0.0095,,Grid_500
Group_1,G_500,Random,50,8.6521,0.1716,0.8072,0.0095,,Grid_500
Group_1,N_hood,Centroid,5,10.3379,0.1403,0.9391,0.0054,,Neighborhood
Group_1,N_hood,Centroid,10,9.9906,0.1573,0.8499,0.0084,,Neighborhood
Group_1,N_hood,Centroid,15,9.7517,0.1614,0.7569,0.0085,,Neighborhood
Group_1,N_hood,Centroid,20,9.4969,0.2048,0.6583,0.0098,,Neighborhood
Group_1,N_hood,Centroid,25,9.3682,0.2255,0.5623,0.0107,,Neighborhood
Group_1,N_hood,Centroid,30,9.2576,0.2654,0.4675,0.0106,,Neighborhood
Group_1,N_hood,Centroid,35,8.9202,0.2709,0.3819,0.0104,,Neighborhood
Group_1,N_hood,Centroid,40,8.4293,0.2555,0.313,0.0102,,Neighborhood
Group_1,N_hood,Centroid,45,7.7468,0.3387,0.2524,0.0111,,Neighborhood
Group_1,N_hood,Centroid,50,6.7755,0.5067,0.2041,0.0096,,Neighborhood
Group_1,N_hood,Deletion,5,10.2708,0.1194,0.9738,0.0031,,Neighborhood
Group_1,N_hood,Deletion,10,10.3193,0.1292,0.9612,0.004,,Neighborhood
Group_1,N_hood,Deletion,15,10.3733,0.1649,0.9503,0.005,,Neighborhood
Group_1,N_hood,Deletion,20,10.3501,0.2144,0.9404,0.0058,,Neighborhood
Group_1,N_hood,Deletion,25,10.354,0.1927,0.9299,0.0066,,Neighborhood
Group_1,N_hood,Deletion,30,10.3495,0.2348,0.9208,0.0084,,Neighborhood
Group_1,N_hood,Deletion,35,10.2849,0.2097,0.9106,0.0089,,Neighborhood
Group_1,N_hood,Deletion,40,10.2469,0.2236,0.901,0.009,,Neighborhood
Group_1,N_hood,Deletion,45,10.2947,0.248,0.8892,0.0094,,Neighborhood
Group_1,N_hood,Deletion,50,10.2563,0.2839,0.8791,0.0118,,Neighborhood
Group_1,N_hood,Random,5,10.1676,0.1243,0.9663,0.0033,,Neighborhood
Group_1,N_hood,Random,10,10.0763,0.1372,0.9453,0.0049,,Neighborhood
Group_1,N_hood,Random,15,9.9231,0.1613,0.9253,0.0068,,Neighborhood
Group_1,N_hood,Random,20,9.7737,0.1729,0.9065,0.0077,,Neighborhood
Group_1,N_hood,Random,25,9.5545,0.2218,0.8838,0.0102,,Neighborhood
Group_1,N_hood,Random,30,9.369,0.1766,0.8599,0.0096,,Neighborhood
Group_1,N_hood,Random,35,9.0892,0.2033,0.8347,0.0118,,Neighborhood
Group_1,N_hood,Random,40,8.8586,0.2186,0.8085,0.0127,,Neighborhood
Group_1,N_hood,Random,45,8.5683,0.2189,0.777,0.012,,Neighborhood
Group_1,N_hood,Random,50,8.3099,0.2431,0.7487,0.0154,,Neighborhood
Group_1,Street,Centroid,5,10.2635,0.1061,0.9652,0.0039,,Street
Group_1,Street,Centroid,10,10.1942,0.1559,0.9319,0.0055,,Street
Group_1,Street,Centroid,15,10.0828,0.1679,0.8951,0.0081,,Street
Group_1,Street,Centroid,20,9.9431,0.1829,0.856,0.0087,,Street
Group_1,Street,Centroid,25,9.8052,0.1576,0.8138,0.008,,Street
Group_1,Street,Centroid,30,9.6904,0.2223,0.7716,0.0101,,Street
Group_1,Street,Centroid,35,9.5881,0.2094,0.7307,0.0111,,Street
Group_1,Street,Centroid,40,9.5226,0.2101,0.6934,0.0107,,Street
Group_1,Street,Centroid,45,9.5116,0.2126,0.652,0.011,,Street
Group_1,Street,Centroid,50,9.4412,0.2175,0.6157,0.01,,Street
Group_1,Street,Deletion,5,10.2708,0.1194,0.9738,0.0031,,Street
Group_1,Street,Deletion,10,10.3193,0.1292,0.9612,0.004,,Street
Group_1,Street,Deletion,15,10.3733,0.1649,0.9503,0.005,,Street
Group_1,Street,Deletion,20,10.3501,0.2144,0.9404,0.0058,,Street
Group_1,Street,Deletion,25,10.354,0.1927,0.9299,0.0066,,Street
Group_1,Street,Deletion,30,10.3495,0.2348,0.9208,0.0084,,Street
Group_1,Street,Deletion,35,10.2849,0.2097,0.9106,0.0089,,Street
Group_1,Street,Deletion,40,10.2469,0.2236,0.901,0.009,,Street
Group_1,Street,Deletion,45,10.2947,0.248,0.8892,0.0094,,Street
Group_1,Street,Deletion,50,10.2563,0.2839,0.8791,0.0118,,Street
Group_1,Street,Random,5,10.1968,0.116,0.9709,0.0032,,Street
Group_1,Street,Random,10,10.091,0.1386,0.9536,0.0045,,Street
Group_1,Street,Random,15,9.9612,0.1488,0.9362,0.0063,,Street
Group_1,Street,Random,20,9.8362,0.1576,0.9208,0.007,,Street
Group_1,Street,Random,25,9.7013,0.188,0.9032,0.0086,,Street
Group_1,Street,Random,30,9.5452,0.1564,0.8865,0.0086,,Street
Group_1,Street,Random,35,9.3482,0.1588,0.8671,0.0098,,Street
Group_1,Street,Random,40,9.2203,0.1819,0.8476,0.0093,,Street
Group_1,Street,Random,45,9.1005,0.1749,0.8299,0.0114,,Street
Group_1,Street,Random,50,8.8985,0.1871,0.8105,0.0102,,Street
Group_1,Tract,Centroid,5,10.3174,0.1082,0.9621,0.0039,,Tract
Group_1,Tract,Centroid,10,10.2913,0.1645,0.924,0.005,,Tract
Group_1,Tract,Centroid,15,10.0712,0.1652,0.8808,0.0067,,Tract
Group_1,Tract,Centroid,20,9.8276,0.1833,0.8338,0.008,,Tract
Group_1,Tract,Centroid,25,9.6208,0.1509,0.7847,0.0078,,Tract
Group_1,Tract,Centroid,30,9.4205,0.1753,0.7308,0.0098,,Tract
Group_1,Tract,Centroid,35,9.2153,0.223,0.675,0.0107,,Tract
Group_1,Tract,Centroid,40,8.9361,0.2598,0.6173,0.0095,,Tract
Group_1,Tract,Centroid,45,8.5969,0.2089,0.5596,0.0094,,Tract
Group_1,Tract,Centroid,50,8.0681,0.1996,0.5077,0.009,,Tract
Group_1,Tract,Deletion,5,10.267,0.1212,0.9737,0.0031,,Tract
Group_1,Tract,Deletion,10,10.3211,0.1286,0.9612,0.0039,,Tract
Group_1,Tract,Deletion,15,10.3738,0.1648,0.9503,0.0051,,Tract
Group_1,Tract,Deletion,20,10.3517,0.2154,0.9403,0.0058,,Tract
Group_1,Tract,Deletion,25,10.3527,0.1912,0.9298,0.0066,,Tract
Group_1,Tract,Deletion,30,10.3492,0.2347,0.9207,0.0084,,Tract
Group_1,Tract,Deletion,35,10.2853,0.2099,0.9106,0.0089,,Tract
Group_1,Tract,Deletion,40,10.2466,0.2243,0.9009,0.009,,Tract
Group_1,Tract,Deletion,45,10.2961,0.2477,0.8891,0.0094,,Tract
Group_1,Tract,Deletion,50,10.2548,0.285,0.8791,0.0118,,Tract
Group_1,Tract,Random,5,10.1875,0.108,0.9685,0.0035,,Tract
Group_1,Tract,Random,10,10.1019,0.1333,0.95,0.004,,Tract
Group_1,Tract,Random,15,9.9825,0.1717,0.933,0.0051,,Tract
Group_1,Tract,Random,20,9.9008,0.1583,0.9148,0.0062,,Tract
Group_1,Tract,Random,25,9.757,0.1789,0.8966,0.0077,,Tract
Group_1,Tract,Random,30,9.6284,0.1809,0.8773,0.0091,,Tract
Group_1,Tract,Random,35,9.4467,0.1804,0.8573,0.0095,,Tract
Group_1,Tract,Random,40,9.2992,0.2213,0.8374,0.0105,,Tract
Group_1,Tract,Random,45,9.13,0.2003,0.8166,0.0097,,Tract
Group_1,Tract,Random,50,8.9907,0.196,0.7978,0.0113,,Tract
Group_10,G_100,Centroid,5,11.4,0.0266,0.9931,0.0012,,Grid_100
Group_10,G_100,Centroid,10,11.3721,0.0412,0.986,0.0015,,Grid_100
Group_10,G_100,Centroid,15,11.3459,0.0428,0.9791,0.0017,,Grid_100
Group_10,G_100,Centroid,20,11.3181,0.0395,0.9725,0.0018,,Grid_100
Group_10,G_100,Centroid,25,11.3011,0.0421,0.9664,0.002,,Grid_100
Group_10,G_100,Centroid,30,11.2605,0.0413,0.9604,0.0021,,Grid_100
Group_10,G_100,Centroid,35,11.2344,0.0408,0.9551,0.0019,,Grid_100
Group_10,G_100,Centroid,40,11.2256,0.048,0.9501,0.0019,,Grid_100
Group_10,G_100,Centroid,45,11.2098,0.0448,0.9444,0.002,,Grid_100
Group_10,G_100,Centroid,50,11.1971,0.0487,0.9391,0.0018,,Grid_100
Group_10,G_100,Deletion,5,11.3697,0.0914,0.9753,0.003,,Grid_100
Group_10,G_100,Deletion,10,11.4027,0.1342,0.9634,0.0032,,Grid_100
Group_10,G_100,Deletion,15,11.3917,0.158,0.9535,0.0042,,Grid_100
Group_10,G_100,Deletion,20,11.381,0.147,0.9452,0.0055,,Grid_100
Group_10,G_100,Deletion,25,11.4049,0.2,0.9365,0.0058,,Grid_100
Group_10,G_100,Deletion,30,11.3761,0.2044,0.9286,0.0066,,Grid_100
Group_10,G_100,Deletion,35,11.365,0.229,0.9194,0.0078,,Grid_100
Group_10,G_100,Deletion,40,11.3296,0.2459,0.9097,0.0085,,Grid_100
Group_10,G_100,Deletion,45,11.2879,0.2644,0.9008,0.0093,,Grid_100
Group_10,G_100,Deletion,50,11.3146,0.281,0.888,0.0107,,Grid_100
Group_10,G_100,Random,5,11.3878,0.0342,0.9913,0.0014,,Grid_100
Group_10,G_100,Random,10,11.3579,0.0471,0.9835,0.0017,,Grid_100
Group_10,G_100,Random,15,11.3325,0.0532,0.9766,0.0023,,Grid_100
Group_10,G_100,Random,20,11.3026,0.0511,0.97,0.0021,,Grid_100
Group_10,G_100,Random,25,11.276,0.0609,0.9644,0.0025,,Grid_100
Group_10,G_100,Random,30,11.2488,0.053,0.9581,0.0027,,Grid_100
Group_10,G_100,Random,35,11.2231,0.0607,0.9526,0.0028,,Grid_100
Group_10,G_100,Random,40,11.2239,0.0617,0.9475,0.0024,,Grid_100
Group_10,G_100,Random,45,11.2035,0.0641,0.9421,0.0026,,Grid_100
Group_10,G_100,Random,50,11.1978,0.0645,0.9367,0.0027,,Grid_100
Group_10,G_300,Centroid,5,11.3419,0.0504,0.9823,0.002,,Grid_300
Group_10,G_300,Centroid,10,11.2831,0.058,0.9696,0.0024,,Grid_300
Group_10,G_300,Centroid,15,11.2301,0.0589,0.9574,0.0027,,Grid_300
Group_10,G_300,Centroid,20,11.1785,0.079,0.946,0.0031,,Grid_300
Group_10,G_300,Centroid,25,11.1324,0.081,0.9339,0.0036,,Grid_300
Group_10,G_300,Centroid,30,11.0606,0.0835,0.9217,0.0041,,Grid_300
Group_10,G_300,Centroid,35,11.0104,0.106,0.9085,0.0036,,Grid_300
Group_10,G_300,Centroid,40,10.9751,0.097,0.8965,0.0041,,Grid_300
Group_10,G_300,Centroid,45,10.9254,0.1045,0.8836,0.0046,,Grid_300
Group_10,G_300,Centroid,50,10.9159,0.1025,0.8701,0.0045,,Grid_300
Group_10,G_300,Deletion,5,11.3697,0.0914,0.9753,0.003,,Grid_300
Group_10,G_300,Deletion,10,11.4027,0.1342,0.9634,0.0032,,Grid_300
Group_10,G_300,Deletion,15,11.3917,0.158,0.9535,0.0042,,Grid_300
Group_10,G_300,Deletion,20,11.381,0.147,0.9452,0.0055,,Grid_300
Group_10,G_300,Deletion,25,11.4049,0.2,0.9365,0.0058,,Grid_300
Group_10,G_300,Deletion,30,11.3761,0.2044,0.9286,0.0066,,Grid_300
Group_10,G_300,Deletion,35,11.365,0.229,0.9194,0.0078,,Grid_300
Group_10,G_300,Deletion,40,11.3296,0.2459,0.9097,0.0085,,Grid_300
Group_10,G_300,Deletion,45,11.2879,0.2644,0.9008,0.0093,,Grid_300
Group_10,G_300,Deletion,50,11.3146,0.281,0.888,0.0107,,Grid_300
Group_10,G_300,Random,5,11.3412,0.0615,0.9776,0.0023,,Grid_300
Group_10,G_300,Random,10,11.2686,0.0719,0.9644,0.003,,Grid_300
Group_10,G_300,Random,15,11.1965,0.0883,0.9514,0.0036,,Grid_300
Group_10,G_300,Random,20,11.1338,0.1019,0.941,0.004,,Grid_300
Group_10,G_300,Random,25,11.0671,0.0985,0.9295,0.0049,,Grid_300
Group_10,G_300,Random,30,10.9953,0.1148,0.9177,0.0041,,Grid_300
Group_10,G_300,Random,35,10.9131,0.1113,0.9063,0.005,,Grid_300
Group_10,G_300,Random,40,10.829,0.1372,0.8939,0.0052,,Grid_300
Group_10,G_300,Random,45,10.7179,0.1234,0.8817,0.0067,,Grid_300
Group_10,G_300,Random,50,10.6303,0.1267,0.8688,0.0059,,Grid_300
Group_10,G_500,Centroid,5,11.1828,0.0637,0.9631,0.0031,,Grid_500
Group_10,G_500,Centroid,10,11.0179,0.0848,0.9335,0.0032,,Grid_500
Group_10,G_500,Centroid,15,10.877,0.096,0.904,0.0054,,Grid_500
Group_10,G_500,Centroid,20,10.6762,0.1115,0.8745,0.0055,,Grid_500
Group_10,G_500,Centroid,25,10.4715,0.1185,0.8455,0.0054,,Grid_500
Group_10,G_500,Centroid,30,10.2123,0.1579,0.8147,0.0062,,Grid_500
Group_10,G_500,Centroid,35,9.9853,0.1435,0.7835,0.0067,,Grid_500
Group_10,G_500,Centroid,40,9.8104,0.1532,0.7536,0.0063,,Grid_500
Group_10,G_500,Centroid,45,9.6914,0.1566,0.7205,0.0066,,Grid_500
Group_10,G_500,Centroid,50,9.5232,0.1431,0.6886,0.0072,,Grid_500
Group_10,G_500,Deletion,5,11.3697,0.0914,0.9753,0.003,,Grid_500
Group_10,G_500,Deletion,10,11.4027,0.1342,0.9634,0.0032,,Grid_500
Group_10,G_500,Deletion,15,11.3917,0.158,0.9535,0.0042,,Grid_500
Group_10,G_500,Deletion,20,11.381,0.147,0.9452,0.0055,,Grid_500
Group_10,G_500,Deletion,25,11.4049,0.2,0.9365,0.0058,,Grid_500
Group_10,G_500,Deletion,30,11.3761,0.2044,0.9286,0.0066,,Grid_500
Group_10,G_500,Deletion,35,11.365,0.229,0.9194,0.0078,,Grid_500
Group_10,G_500,Deletion,40,11.3296,0.2459,0.9097,0.0085,,Grid_500
Group_10,G_500,Deletion,45,11.2879,0.2644,0.9008,0.0093,,Grid_500
Group_10,G_500,Deletion,50,11.3146,0.281,0.888,0.0107,,Grid_500
Group_10,G_500,Random,5,11.262,0.0892,0.9692,0.0037,,Grid_500
Group_10,G_500,Random,10,11.1301,0.1059,0.9501,0.0041,,Grid_500
Group_10,G_500,Random,15,10.9792,0.1197,0.9309,0.0053,,Grid_500
Group_10,G_500,Random,20,10.7968,0.132,0.9129,0.0067,,Grid_500
Group_10,G_500,Random,25,10.6431,0.1458,0.896,0.0067,,Grid_500
Group_10,G_500,Random,30,10.4348,0.1607,0.8794,0.0074,,Grid_500
Group_10,G_500,Random,35,10.2398,0.1525,0.8607,0.0081,,Grid_500
Group_10,G_500,Random,40,10.0872,0.1602,0.8426,0.0078,,Grid_500
Group_10,G_500,Random,45,9.8584,0.1938,0.8228,0.0089,,Grid_500
Group_10,G_500,Random,50,9.6616,0.17,0.8034,0.0093,,Grid_500
Group_10,N_hood,Centroid,5,11.2387,0.0992,0.9381,0.0047,,Neighborhood
Group_10,N_hood,Centroid,10,10.8867,0.1439,0.8589,0.0062,,Neighborhood
Group_10,N_hood,Centroid,15,10.574,0.1798,0.7726,0.0073,,Neighborhood
Group_10,N_hood,Centroid,20,10.2486,0.2393,0.6831,0.0065,,Neighborhood
Group_10,N_hood,Centroid,25,9.905,0.2109,0.5919,0.0082,,Neighborhood
Group_10,N_hood,Centroid,30,9.6801,0.2398,0.5035,0.0091,,Neighborhood
Group_10,N_hood,Centroid,35,9.3231,0.2558,0.4134,0.0098,,Neighborhood
Group_10,N_hood,Centroid,40,8.8004,0.3247,0.3328,0.0088,,Neighborhood
Group_10,N_hood,Centroid,45,7.8876,0.4145,0.2611,0.0097,,Neighborhood
Group_10,N_hood,Centroid,50,6.7922,0.4561,0.1989,0.0103,,Neighborhood
Group_10,N_hood,Deletion,5,11.3705,0.0916,0.9753,0.003,,Neighborhood
Group_10,N_hood,Deletion,10,11.403,0.134,0.9634,0.0033,,Neighborhood
Group_10,N_hood,Deletion,15,11.3918,0.1581,0.9535,0.0042,,Neighborhood
Group_10,N_hood,Deletion,20,11.3811,0.1474,0.9452,0.0055,,Neighborhood
Group_10,N_hood,Deletion,25,11.4049,0.1998,0.9365,0.0058,,Neighborhood
Group_10,N_hood,Deletion,30,11.3766,0.2043,0.9287,0.0066,,Neighborhood
Group_10,N_hood,Deletion,35,11.3651,0.229,0.9194,0.0078,,Neighborhood
Group_10,N_hood,Deletion,40,11.3297,0.2458,0.9097,0.0085,,Neighborhood
Group_10,N_hood,Deletion,45,11.2873,0.2635,0.9008,0.0093,,Neighborhood
Group_10,N_hood,Deletion,50,11.3114,0.2832,0.888,0.0107,,Neighborhood
Group_10,N_hood,Random,5,11.3301,0.0906,0.9687,0.0034,,Neighborhood
Group_10,N_hood,Random,10,11.2647,0.1446,0.952,0.0038,,Neighborhood
Group_10,N_hood,Random,15,11.1644,0.1453,0.9353,0.0058,,Neighborhood
Group_10,N_hood,Random,20,11.086,0.1647,0.919,0.0065,,Neighborhood
Group_10,N_hood,Random,25,10.9195,0.2158,0.9002,0.0081,,Neighborhood
Group_10,N_hood,Random,30,10.7574,0.1889,0.881,0.0099,,Neighborhood
Group_10,N_hood,Random,35,10.4845,0.2226,0.8549,0.0098,,Neighborhood
Group_10,N_hood,Random,40,10.1902,0.2669,0.827,0.0119,,Neighborhood
Group_10,N_hood,Random,45,9.7997,0.2678,0.7946,0.0131,,Neighborhood
Group_10,N_hood,Random,50,9.4597,0.2959,0.7588,0.0153,,Neighborhood
Group_10,Street,Centroid,5,11.2697,0.0823,0.9653,0.0035,,Street
Group_10,Street,Centroid,10,11.1285,0.1006,0.9326,0.0052,,Street
Group_10,Street,Centroid,15,10.9356,0.1265,0.8966,0.0063,,Street
Group_10,Street,Centroid,20,10.6791,0.1329,0.8591,0.007,,Street
Group_10,Street,Centroid,25,10.4656,0.1633,0.8216,0.0078,,Street
Group_10,Street,Centroid,30,10.1637,0.2135,0.7839,0.0077,,Street
Group_10,Street,Centroid,35,9.964,0.2324,0.7451,0.0092,,Street
Group_10,Street,Centroid,40,9.7618,0.2563,0.7093,0.0084,,Street
Group_10,Street,Centroid,45,9.5745,0.237,0.6655,0.0093,,Street
Group_10,Street,Centroid,50,9.4125,0.2108,0.6212,0.0105,,Street
Group_10,Street,Deletion,5,11.3705,0.0916,0.9753,0.003,,Street
Group_10,Street,Deletion,10,11.403,0.134,0.9634,0.0033,,Street
Group_10,Street,Deletion,15,11.3918,0.1581,0.9535,0.0042,,Street
Group_10,Street,Deletion,20,11.3811,0.1474,0.9452,0.0055,,Street
Group_10,Street,Deletion,25,11.4049,0.1998,0.9365,0.0058,,Street
Group_10,Street,Deletion,30,11.3766,0.2043,0.9287,0.0066,,Street
Group_10,Street,Deletion,35,11.3651,0.229,0.9194,0.0078,,Street
Group_10,Street,Deletion,40,11.3297,0.2458,0.9097,0.0085,,Street
Group_10,Street,Deletion,45,11.2873,0.2635,0.9008,0.0093,,Street
Group_10,Street,Deletion,50,11.3114,0.2832,0.888,0.0107,,Street
Group_10,Street,Random,5,11.3206,0.0902,0.9705,0.0032,,Street
Group_10,Street,Random,10,11.2484,0.1394,0.9543,0.0046,,Street
Group_10,Street,Random,15,11.1621,0.1368,0.9396,0.0051,,Street
Group_10,Street,Random,20,11.0625,0.1672,0.9257,0.0057,,Street
Group_10,Street,Random,25,10.9529,0.1894,0.9092,0.0071,,Street
Group_10,Street,Random,30,10.8023,0.2097,0.8932,0.0082,,Street
Group_10,Street,Random,35,10.6964,0.2095,0.8762,0.0086,,Street
Group_10,Street,Random,40,10.4862,0.2112,0.8563,0.0107,,Street
Group_10,Street,Random,45,10.2547,0.2506,0.8348,0.0097,,Street
Group_10,Street,Random,50,10.091,0.2381,0.8131,0.0113,,Street
Group_10,Tract,Centroid,5,11.5121,0.0835,0.9646,0.0033,,Tract
Group_10,Tract,Centroid,10,11.542,0.1277,0.9301,0.005,,Tract
Group_10,Tract,Centroid,15,11.4389,0.1547,0.8887,0.0075,,Tract
Group_10,Tract,Centroid,20,11.1795,0.1491,0.8377,0.0079,,Tract
Group_10,Tract,Centroid,25,10.8236,0.1827,0.7808,0.0096,,Tract
Group_10,Tract,Centroid,30,10.3467,0.2236,0.717,0.0116,,Tract
Group_10,Tract,Centroid,35,9.9468,0.2582,0.6536,0.0117,,Tract
